record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,is_impossible_attendance,attendance_valid,attendance_rate_pct,day_of_week,is_sunday,is_proxy_fraud
ATT0008048,2026-01-19,0047,I,77,46,True,Admin,False,True,59.74025974025974,Monday,False,False
ATT0000810,2025-04-20,S0261,2,68,57,False,Headmaster,False,True,83.82352941176471,Sunday,True,False
ATT0017874,2026-01-28,SCH0576,2,274,232,,Unknown,False,True,84.67153284671532,Wednesday,False,False
ATT0002651,2025-07-17,SCH0261,V,202,193,True,Unknown,False,True,95.54455445544554,Thursday,False,False
ATT0013093,2026-03-05,S0215,8,124,110,True,Headmaster,False,True,88.70967741935483,Thursday,False,False
ATT0008790,2025-12-13,SCH0239,9,47,38,,Headmaster,False,True,80.85106382978722,Saturday,False,False
ATT0003191,2025-08-25,SCH0099,4,251,174,,Unknown,False,True,69.32270916334662,Monday,False,False
ATT0003621,2025-10-13,SCH0012,8,292,217,True,Unknown,False,True,74.31506849315068,Monday,False,False
ATT0009895,2025-09-26,SCH0018,7,220,173,True,Headmaster,False,True,78.63636363636364,Friday,False,False
ATT0018093,2026-02-14,SCH0362,IV,59,45,True,Admin,False,True,76.27118644067797,Saturday,False,False
ATT0003651,2025-11-16,SCH0148,5,250,250,True,Clerk,False,True,100.0,Sunday,True,True
ATT0012476,2026-04-02,SCH0321,III,131,116,False,Headmaster,False,True,88.54961832061069,Thursday,False,False
ATT0014091,2026-02-11,SCH0389,5,277,259,True,Headmaster,False,True,93.50180505415162,Wednesday,False,False
ATT0016878,2025-09-28,SCH0436,4,98,91,True,Headmaster,False,True,92.85714285714286,Sunday,True,False
ATT0004071,2025-07-20,SCH0298,4,52,44,True,Headmaster,False,True,84.61538461538461,Sunday,True,False
ATT0008291,2025-05-19,SCH0524,3,114,84,True,Unknown,False,True,73.68421052631578,Monday,False,False
ATT0001395,2025-04-04,SCH0471,4,131,79,True,Admin,False,True,60.30534351145038,Friday,False,False
ATT0005977,2025-08-13,SCH0101,I,92,59,True,Headmaster,False,True,64.13043478260869,Wednesday,False,False
ATT0003371,2025-07-04,SCH0197,4,168,152,True,Unknown,False,True,90.47619047619048,Friday,False,False
ATT0013741,2025-12-14,SCH0497,10,179,179,True,Admin,False,True,100.0,Sunday,True,True
ATT0017225,2025-04-20,SCH0109,3,69,69,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0016435,2025-08-29,SCH0203,2,45,41,True,Headmaster,False,True,91.11111111111111,Friday,False,False
ATT0001765,2026-03-13,SCH0043,8,250,190,True,Headmaster,False,True,76.0,Friday,False,False
ATT0001055,2025-10-31,S0394,I,80,57,True,Unknown,False,True,71.25,Friday,False,False
ATT0014707,2025-10-08,SCH0244,V,233,165,True,Class Teacher,False,True,70.81545064377683,Wednesday,False,False
ATT0017714,2026-01-17,SCH0175,8,236,236,,Class Teacher,False,True,100.0,Saturday,False,False
ATT0017238,2025-08-21,SCH0333,8,135,129,False,Unknown,False,True,95.55555555555556,Thursday,False,False
ATT0013215,2026-03-31,SCH0226,I,208,130,True,Headmaster,False,True,62.5,Tuesday,False,False
ATT0008857,2025-06-19,SCH0027,5,210,172,,Unknown,False,True,81.9047619047619,Thursday,False,False
ATT0007003,2025-08-14,SCH0342,V,212,144,True,Unknown,False,True,67.9245283018868,Thursday,False,False
ATT0012144,2025-10-25,SCH0061,10,208,175,,Headmaster,False,True,84.13461538461539,Saturday,False,False
ATT0007904,2025-04-19,S0004,2,114,68,True,Admin,False,True,59.64912280701754,Saturday,False,False
ATT0001737,2026-01-17,S0151,4,159,159,,Headmaster,False,True,100.0,Saturday,False,False
ATT0011540,2026-02-19,SCH0336,1,147,126,False,Class Teacher,False,True,85.71428571428571,Thursday,False,False
,2025-02-07,0223,7,60,53,True,Admin,False,True,88.33333333333333,Friday,False,False
ATT0000463,2025-08-29,SCH0020,V,208,144,,Admin,False,True,69.23076923076923,Friday,False,False
ATT0000744,2026-09-03,SCH0090,9,111,100,True,Class Teacher,False,True,90.09009009009009,Thursday,False,False
ATT0008415,2026-01-09,SCH0034,IV,219,135,True,Unknown,False,True,61.64383561643836,Friday,False,False
ATT0003995,2025-04-15,SCH0057,7,234,234,True,Class Teacher,False,True,100.0,Tuesday,False,False
ATT0015426,2025-12-08,0454,V,280,185,True,Class Teacher,False,True,66.07142857142857,Monday,False,False
ATT0008818,2025-11-07,SCH0368,8,291,274,True,Class Teacher,False,True,94.15807560137456,Friday,False,False
ATT0009309,2025-11-08,S0372,3,235,225,True,Clerk,False,True,95.74468085106383,Saturday,False,False
ATT0010655,2026-01-16,SCH0216,6,77,63,True,Unknown,False,True,81.81818181818183,Friday,False,False
ATT0006285,2025-06-14,SCH0377,III,60,38,True,Clerk,False,True,63.33333333333333,Saturday,False,False
ATT0014455,2025-05-28,SCH0185,3,262,277,True,Unknown,True,False,,Wednesday,False,False
ATT0019084,2025-09-21,S0320,3,264,264,,Class Teacher,False,True,100.0,Sunday,True,True
ATT0018686,2025-07-26,SCH0370,V,69,43,True,Headmaster,False,True,62.31884057971014,Saturday,False,False
ATT0005495,2025-06-22,SCH0433,6,99,99,,Headmaster,False,True,100.0,Sunday,True,True
ATT0014747,2025-10-16,SCH0326,V,99,70,True,Unknown,False,True,70.70707070707071,Thursday,False,False
ATT0008649,2025-09-08,SCH0525,1,272,231,,Admin,False,True,84.92647058823529,Monday,False,False
ATT0010472,2026-03-25,SCH0565,8,118,90,True,Class Teacher,False,True,76.27118644067797,Wednesday,False,False
ATT0008282,2025-05-27,SCH0008,3,178,157,True,Class Teacher,False,True,88.20224719101124,Tuesday,False,False
ATT0004336,2025-05-14,SCH0540,7,240,206,,Headmaster,False,True,85.83333333333333,Wednesday,False,False
ATT0010814,2025-12-23,SCH0296,3,249,236,True,Unknown,False,True,94.77911646586345,Tuesday,False,False
ATT0016627,2025-10-27,SCH0359,5,159,118,,Headmaster,False,True,74.21383647798741,Monday,False,False
ATT0019794,2025-06-30,SCH0263,5,261,246,True,Unknown,False,True,94.25287356321839,Monday,False,False
ATT0005115,2026-02-14,SCH0096,IV,245,205,True,Headmaster,False,True,83.6734693877551,Saturday,False,False
ATT0007175,2025-08-05,SCH0536,4,274,256,False,Class Teacher,False,True,93.43065693430657,Tuesday,False,False
ATT0008588,2026-01-21,SCH0557,1,218,138,True,Headmaster,False,True,63.30275229357798,Wednesday,False,False
ATT0016653,2025-05-19,SCH0550,5,194,118,False,Headmaster,False,True,60.824742268041234,Monday,False,False
ATT0005213,2025-08-26,SCH0167,4,170,117,,Headmaster,False,True,68.82352941176471,Tuesday,False,False
ATT0003642,2025-08-27,SCH0449,1,214,209,True,Unknown,False,True,97.66355140186917,Wednesday,False,False
ATT0009953,2025-09-04,SCH0286,6,172,160,True,Headmaster,False,True,93.02325581395348,Thursday,False,False
ATT0009035,2025-04-03,SCH0151,V,40,24,,Unknown,False,True,60.0,Thursday,False,False
ATT0019559,2025-12-04,S0522,1,144,136,True,Clerk,False,True,94.44444444444444,Thursday,False,False
ATT0000022,2026-02-04,SCH0571,8,132,101,True,Unknown,False,True,76.51515151515152,Wednesday,False,False
ATT0003719,2025-05-08,SCH0481,10,223,180,False,Admin,False,True,80.71748878923766,Thursday,False,False
ATT0002903,2026-02-18,S0579,II,46,44,True,Clerk,False,True,95.65217391304348,Wednesday,False,False
ATT0017039,2025-05-31,SCH0405,5,126,110,,Clerk,False,True,87.3015873015873,Saturday,False,False
ATT0013600,2025-04-19,SCH0180,6,167,160,True,Class Teacher,False,True,95.80838323353294,Saturday,False,False
ATT0005535,2026-03-02,SCH0386,8,50,35,True,Headmaster,False,True,70.0,Monday,False,False
ATT0013263,2025-05-09,S0535,IV,196,189,True,Admin,False,True,96.42857142857143,Friday,False,False
ATT0011043,2025-05-06,SCH0387,1,151,121,,Unknown,False,True,80.13245033112582,Tuesday,False,False
ATT0000780,2026-01-16,SCH0434,IV,193,121,,Admin,False,True,62.69430051813472,Friday,False,False
ATT0016509,2025-09-13,SCH0578,IV,235,212,,Clerk,False,True,90.2127659574468,Saturday,False,False
ATT0007421,2026-02-21,SCH0570,III,300,270,True,Headmaster,False,True,90.0,Saturday,False,False
ATT0015829,2025-08-13,SCH0297,7,133,127,True,Admin,False,True,95.48872180451127,Wednesday,False,False
ATT0014648,2026-03-15,SCH0162,II,115,87,True,Class Teacher,False,True,75.65217391304347,Sunday,True,False
ATT0006529,2025-07-20,SCH0352,7,108,108,True,Clerk,False,True,100.0,Sunday,True,True
ATT0003432,2025-08-28,SCH0402,4,294,234,False,Clerk,False,True,79.59183673469387,Thursday,False,False
ATT0011982,2025-09-17,SCH0042,7,259,259,True,Clerk,False,True,100.0,Wednesday,False,False
ATT0019826,2025-06-20,SCH0524,III,58,48,True,Class Teacher,False,True,82.75862068965517,Friday,False,False
ATT0012404,2025-04-15,S0234,9,235,199,True,Unknown,False,True,84.68085106382979,Tuesday,False,False
ATT0015710,2026-01-24,SCH0174,5,151,130,True,Headmaster,False,True,86.09271523178808,Saturday,False,False
ATT0004260,2025-09-21,SCH0567,8,299,214,True,Unknown,False,True,71.57190635451505,Sunday,True,False
ATT0004726,2025-07-25,SCH0479,7,248,180,True,Headmaster,False,True,72.58064516129032,Friday,False,False
ATT0001470,2026-01-03,SCH0487,V,41,37,False,Class Teacher,False,True,90.2439024390244,Saturday,False,False
ATT0013755,2025-11-27,SCH0336,IV,199,154,False,Headmaster,False,True,77.38693467336684,Thursday,False,False
ATT0019364,2025-01-05,0582,3,170,129,,Clerk,False,True,75.88235294117646,Sunday,True,False
ATT0012484,2025-10-30,SCH0424,4,170,102,True,Admin,False,True,60.0,Thursday,False,False
,2026-06-01,SCH0153,V,132,111,,Admin,False,True,84.0909090909091,Monday,False,False
ATT0017122,2025-11-13,SCH0295,IV,215,203,True,Admin,False,True,94.41860465116278,Thursday,False,False
ATT0008425,2025-08-08,SCH0210,V,244,160,,Headmaster,False,True,65.57377049180327,Friday,False,False
ATT0000369,2026-03-15,SCH0348,7,185,176,False,Headmaster,False,True,95.13513513513514,Sunday,True,False
ATT0019107,2025-12-24,SCH0566,9,93,62,False,Headmaster,False,True,66.66666666666666,Wednesday,False,False
ATT0011786,2025-11-24,SCH0487,IV,168,125,,Unknown,False,True,74.40476190476191,Monday,False,False
ATT0009608,2025-12-31,S0588,6,80,53,,Headmaster,False,True,66.25,Wednesday,False,False
ATT0016251,2025-11-29,SCH0579,V,75,88,True,Headmaster,True,False,,Saturday,False,False
ATT0009492,2025-08-16,SCH0142,III,191,153,True,Clerk,False,True,80.10471204188482,Saturday,False,False
ATT0000065,2026-02-12,SCH0140,3,68,54,False,Unknown,False,True,79.41176470588235,Thursday,False,False
ATT0011385,2025-08-26,SCH0106,6,155,102,True,Clerk,False,True,65.80645161290323,Tuesday,False,False
ATT0004211,2025-11-17,SCH0484,I,268,176,True,Clerk,False,True,65.67164179104478,Monday,False,False
ATT0012344,2025-07-30,SCH0539,9,178,145,True,Headmaster,False,True,81.46067415730337,Wednesday,False,False
ATT0015855,2025-06-07,SCH0436,1,229,185,,Clerk,False,True,80.78602620087337,Saturday,False,False
ATT0016446,2025-04-07,SCH0053,8,255,271,True,Headmaster,True,False,,Monday,False,False
ATT0001722,2025-09-18,SCH0392,IV,155,113,True,Headmaster,False,True,72.90322580645162,Thursday,False,False
ATT0015657,2025-12-01,SCH0187,I,56,52,True,Headmaster,False,True,92.85714285714286,Monday,False,False
ATT0005325,2025-08-30,SCH0302,I,99,76,True,Headmaster,False,True,76.76767676767676,Saturday,False,False
ATT0004061,2025-05-24,SCH0234,3,112,94,True,Headmaster,False,True,83.92857142857143,Saturday,False,False
ATT0007281,2025-02-09,SCH0125,II,67,56,True,Unknown,False,True,83.5820895522388,Sunday,True,False
ATT0010684,2025-09-18,SCH0178,6,208,157,True,Clerk,False,True,75.48076923076923,Thursday,False,False
ATT0001825,2026-02-09,SCH0256,8,163,138,True,Headmaster,False,True,84.66257668711657,Monday,False,False
,2025-01-04,SCH0013,7,170,119,True,Unknown,False,True,70.0,Saturday,False,False
ATT0013515,2025-09-16,SCH0396,2,59,49,True,Headmaster,False,True,83.05084745762711,Tuesday,False,False
ATT0002356,2026-03-23,SCH0600,1,75,64,True,Unknown,False,True,85.33333333333334,Monday,False,False
ATT0018528,2026-03-02,SCH0424,2,68,47,,Class Teacher,False,True,69.11764705882352,Monday,False,False
ATT0003759,2026-02-19,SCH0139,2,265,191,True,Headmaster,False,True,72.0754716981132,Thursday,False,False
ATT0003233,2026-02-16,SCH0376,III,205,205,True,Clerk,False,True,100.0,Monday,False,False
ATT0018276,2026-07-01,SCH0432,9,196,167,True,Admin,False,True,85.20408163265306,Wednesday,False,False
ATT0001919,2026-02-05,SCH0314,4,237,187,True,Unknown,False,True,78.90295358649789,Thursday,False,False
ATT0014561,2025-12-25,SCH0283,I,252,222,,Class Teacher,False,True,88.09523809523809,Thursday,False,False
ATT0019317,2025-12-31,SCH0179,7,50,39,True,Admin,False,True,78.0,Wednesday,False,False
,2026-01-03,SCH0474,II,179,174,True,Headmaster,False,True,97.20670391061452,Saturday,False,False
ATT0001832,2025-10-24,SCH0332,I,102,79,True,Headmaster,False,True,77.45098039215686,Friday,False,False
ATT0008540,2026-02-07,SCH0524,8,153,132,True,Headmaster,False,True,86.27450980392157,Saturday,False,False
ATT0001243,2025-10-14,SCH0181,8,57,38,,Admin,False,True,66.66666666666666,Tuesday,False,False
ATT0017665,2025-07-28,S0541,5,162,148,True,Clerk,False,True,91.35802469135803,Monday,False,False
ATT0009352,2025-08-15,SCH0597,1,190,134,True,Admin,False,True,70.52631578947368,Friday,False,False
ATT0015067,2025-12-16,SCH0528,II,240,164,True,Headmaster,False,True,68.33333333333333,Tuesday,False,False
ATT0016800,2025-03-09,SCH0200,10,181,135,True,Headmaster,False,True,74.58563535911603,Sunday,True,False
ATT0004657,2025-06-09,S0134,1,83,79,True,Headmaster,False,True,95.18072289156626,Monday,False,False
ATT0013063,2025-01-10,SCH0443,2,225,190,True,Admin,False,True,84.44444444444444,Friday,False,False
ATT0008999,2025-08-27,SCH0191,IV,262,205,,Unknown,False,True,78.2442748091603,Wednesday,False,False
ATT0016470,2025-11-06,SCH0347,V,300,192,False,Clerk,False,True,64.0,Thursday,False,False
ATT0018176,2026-02-03,S0067,II,209,142,True,Unknown,False,True,67.94258373205741,Tuesday,False,False
,2026-02-20,S0514,6,64,50,True,Unknown,False,True,78.125,Friday,False,False
ATT0020000,2026-02-27,SCH0401,6,84,66,False,Class Teacher,False,True,78.57142857142857,Friday,False,False
,2025-10-24,S0331,3,159,97,True,Headmaster,False,True,61.0062893081761,Friday,False,False
ATT0008344,2025-06-11,S0561,4,171,162,True,Admin,False,True,94.73684210526315,Wednesday,False,False
ATT0019005,2025-08-23,SCH0030,1,222,206,True,Class Teacher,False,True,92.7927927927928,Saturday,False,False
ATT0013867,2025-10-31,S0231,2,253,223,,Admin,False,True,88.14229249011858,Friday,False,False
ATT0008894,2026-03-26,SCH0146,8,208,195,True,Clerk,False,True,93.75,Thursday,False,False
ATT0004860,2025-10-20,SCH0038,V,46,43,True,Admin,False,True,93.47826086956522,Monday,False,False
ATT0007491,2025-09-27,SCH0095,1,85,58,False,Headmaster,False,True,68.23529411764706,Saturday,False,False
ATT0018597,2026-03-07,S0309,4,220,191,,Headmaster,False,True,86.81818181818181,Saturday,False,False
ATT0012311,2026-01-26,SCH0224,1,251,189,True,Headmaster,False,True,75.2988047808765,Monday,False,False
ATT0011860,2026-02-19,S0409,3,107,66,True,Headmaster,False,True,61.6822429906542,Thursday,False,False
ATT0013703,2025-12-30,SCH0250,9,266,167,True,Clerk,False,True,62.78195488721805,Tuesday,False,False
ATT0001223,2025-05-08,SCH0211,III,193,154,True,Headmaster,False,True,79.79274611398964,Thursday,False,False
ATT0001778,2026-03-28,SCH0061,8,127,123,,Clerk,False,True,96.8503937007874,Saturday,False,False
ATT0019219,2025-07-05,SCH0444,I,277,296,True,Class Teacher,True,False,,Saturday,False,False
ATT0016430,2025-04-07,0378,7,41,26,True,Headmaster,False,True,63.41463414634146,Monday,False,False
ATT0018913,2025-10-05,SCH0485,10,167,187,True,Clerk,True,False,,Sunday,True,False
ATT0013500,2025-11-25,0024,V,68,48,True,Class Teacher,False,True,70.58823529411765,Tuesday,False,False
ATT0011134,2025-08-24,SCH0347,III,117,112,,Class Teacher,False,True,95.72649572649573,Sunday,True,False
ATT0014929,2025-04-27,SCH0354,10,237,255,True,Class Teacher,True,False,,Sunday,True,False
ATT0008702,2026-08-01,SCH0394,10,97,67,True,Clerk,False,True,69.0721649484536,Saturday,False,False
ATT0018539,2025-06-19,SCH0515,1,264,277,True,Class Teacher,True,False,,Thursday,False,False
ATT0006401,2026-01-17,SCH0298,3,254,229,,Clerk,False,True,90.15748031496062,Saturday,False,False
ATT0017441,2025-09-17,SCH0292,V,80,80,True,Unknown,False,True,100.0,Wednesday,False,False
ATT0000749,2026-03-18,SCH0411,4,144,88,True,Class Teacher,False,True,61.111111111111114,Wednesday,False,False
ATT0007272,2025-12-15,SCH0562,I,168,132,True,Headmaster,False,True,78.57142857142857,Monday,False,False
ATT0005247,2026-02-07,SCH0509,II,102,93,True,Headmaster,False,True,91.17647058823529,Saturday,False,False
ATT0001260,2025-11-25,SCH0520,1,52,50,,Class Teacher,False,True,96.15384615384616,Tuesday,False,False
ATT0007174,2025-07-04,SCH0250,1,101,61,True,Clerk,False,True,60.396039603960396,Friday,False,False
ATT0001889,2026-02-19,SCH0171,1,43,27,True,Headmaster,False,True,62.7906976744186,Thursday,False,False
ATT0012349,2025-06-15,SCH0096,8,47,31,,Unknown,False,True,65.95744680851064,Sunday,True,False
ATT0000712,2026-01-14,SCH0207,1,72,92,True,Headmaster,True,False,,Wednesday,False,False
ATT0019917,2025-10-09,SCH0415,4,288,193,False,Headmaster,False,True,67.01388888888889,Thursday,False,False
ATT0014267,2025-05-03,SCH0522,10,245,153,True,Clerk,False,True,62.44897959183674,Saturday,False,False
ATT0000225,2025-04-20,S0388,4,142,142,True,Unknown,False,True,100.0,Sunday,True,True
ATT0007938,2026-03-09,SCH0283,IV,246,148,True,Headmaster,False,True,60.16260162601627,Monday,False,False
ATT0013989,2025-12-26,S0040,I,254,157,,Class Teacher,False,True,61.811023622047244,Friday,False,False
ATT0004809,2025-07-09,SCH0212,4,178,156,True,Clerk,False,True,87.64044943820225,Wednesday,False,False
ATT0003330,2025-10-02,SCH0524,9,258,229,True,Admin,False,True,88.75968992248062,Thursday,False,False
ATT0003294,2025-05-24,SCH0165,8,126,102,,Class Teacher,False,True,80.95238095238095,Saturday,False,False
ATT0017798,2025-06-23,0512,5,116,107,True,Class Teacher,False,True,92.24137931034483,Monday,False,False
ATT0011485,2025-07-25,SCH0402,6,244,162,False,Headmaster,False,True,66.39344262295081,Friday,False,False
ATT0013279,2026-03-27,SCH0025,2,91,59,True,Headmaster,False,True,64.83516483516483,Friday,False,False
ATT0011883,2025-09-13,SCH0503,2,88,83,,Admin,False,True,94.31818181818183,Saturday,False,False
ATT0003846,2025-08-19,SCH0500,8,271,182,,Headmaster,False,True,67.15867158671587,Tuesday,False,False
ATT0012086,2026-01-03,SCH0347,8,62,54,,Clerk,False,True,87.09677419354838,Saturday,False,False
ATT0005552,2025-08-31,0312,1,171,187,,Headmaster,True,False,,Sunday,True,False
ATT0008297,2025-07-22,SCH0053,3,270,264,,Headmaster,False,True,97.77777777777777,Tuesday,False,False
ATT0019776,2026-01-22,SCH0588,7,264,225,True,Admin,False,True,85.22727272727273,Thursday,False,False
ATT0001795,2025-08-06,SCH0582,IV,291,277,True,Class Teacher,False,True,95.1890034364261,Wednesday,False,False
ATT0017453,2025-12-04,SCH0058,I,216,204,,Headmaster,False,True,94.44444444444444,Thursday,False,False
ATT0005918,2026-03-01,S0507,3,44,44,True,Unknown,False,True,100.0,Sunday,True,True
ATT0017386,2025-10-02,S0241,3,54,43,,Admin,False,True,79.62962962962963,Thursday,False,False
ATT0019362,2025-08-12,SCH0045,IV,100,72,True,Headmaster,False,True,72.0,Tuesday,False,False
ATT0005025,2025-05-28,SCH0543,4,217,210,True,Clerk,False,True,96.7741935483871,Wednesday,False,False
ATT0012271,2025-05-15,SCH0056,III,226,145,True,Headmaster,False,True,64.15929203539822,Thursday,False,False
ATT0001659,2025-10-09,SCH0040,10,77,73,,Class Teacher,False,True,94.8051948051948,Thursday,False,False
ATT0000213,2025-11-01,SCH0358,8,123,78,False,Headmaster,False,True,63.41463414634146,Saturday,False,False
ATT0017292,2025-05-23,SCH0254,3,265,223,True,Headmaster,False,True,84.15094339622642,Friday,False,False
ATT0013469,2026-03-23,SCH0014,III,234,207,True,Clerk,False,True,88.46153846153845,Monday,False,False
ATT0004420,2026-01-29,SCH0160,V,183,164,True,Unknown,False,True,89.61748633879782,Thursday,False,False
ATT0005194,2025-05-09,SCH0017,10,165,138,,Unknown,False,True,83.63636363636363,Friday,False,False
ATT0009552,2026-01-25,SCH0422,I,296,296,,Class Teacher,False,True,100.0,Sunday,True,True
ATT0008527,2025-10-15,SCH0042,III,294,208,True,Headmaster,False,True,70.74829931972789,Wednesday,False,False
ATT0002167,2025-05-08,SCH0080,7,223,195,True,Class Teacher,False,True,87.4439461883408,Thursday,False,False
ATT0003111,2026-02-26,SCH0207,1,288,250,True,Class Teacher,False,True,86.80555555555556,Thursday,False,False
ATT0000793,2025-06-11,SCH0507,III,293,282,False,Headmaster,False,True,96.24573378839591,Wednesday,False,False
ATT0000234,2025-10-17,SCH0094,4,106,98,True,Headmaster,False,True,92.45283018867924,Friday,False,False
ATT0015113,2026-02-05,SCH0557,6,48,33,False,Headmaster,False,True,68.75,Thursday,False,False
ATT0014367,2025-11-08,S0129,II,290,271,True,Class Teacher,False,True,93.44827586206897,Saturday,False,False
ATT0017526,2025-12-09,0468,IV,287,187,True,Clerk,False,True,65.1567944250871,Tuesday,False,False
ATT0000210,2025-12-19,SCH0147,10,199,163,True,Unknown,False,True,81.90954773869346,Friday,False,False
ATT0009331,2025-12-12,0547,5,187,200,True,Unknown,True,False,,Friday,False,False
ATT0014841,2026-01-22,0567,1,128,120,,Class Teacher,False,True,93.75,Thursday,False,False
ATT0004499,2025-04-19,SCH0561,7,257,250,True,Class Teacher,False,True,97.27626459143968,Saturday,False,False
ATT0012572,2025-06-12,0150,7,118,76,,Headmaster,False,True,64.40677966101694,Thursday,False,False
ATT0009506,2026-03-04,SCH0121,V,86,81,True,Admin,False,True,94.18604651162791,Wednesday,False,False
ATT0002414,2025-06-09,SCH0400,III,56,43,True,Headmaster,False,True,76.78571428571429,Monday,False,False
ATT0006599,2025-08-06,SCH0476,6,75,49,True,Unknown,False,True,65.33333333333333,Wednesday,False,False
ATT0018606,2025-06-23,0244,5,88,60,,Unknown,False,True,68.18181818181817,Monday,False,False
ATT0014016,2026-03-02,SCH0073,1,206,160,True,Headmaster,False,True,77.66990291262135,Monday,False,False
ATT0011015,2025-06-05,SCH0439,3,249,233,True,Unknown,False,True,93.57429718875501,Thursday,False,False
ATT0000835,2026-03-23,SCH0535,IV,222,196,True,Class Teacher,False,True,88.28828828828829,Monday,False,False
ATT0009064,2025-09-08,0554,10,286,211,,Class Teacher,False,True,73.77622377622379,Monday,False,False
ATT0008075,2025-08-04,0089,1,139,105,True,Clerk,False,True,75.53956834532374,Monday,False,False
ATT0013693,2025-11-16,SCH0408,IV,135,135,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0009456,2025-10-29,SCH0138,5,290,290,True,Unknown,False,True,100.0,Wednesday,False,False
ATT0009811,2026-01-10,SCH0471,1,242,193,True,Admin,False,True,79.75206611570248,Saturday,False,False
ATT0006036,2025-04-13,SCH0221,2,131,131,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0010607,2025-07-22,SCH0506,5,224,198,True,Headmaster,False,True,88.39285714285714,Tuesday,False,False
ATT0001221,2026-09-02,SCH0013,6,229,175,True,Headmaster,False,True,76.41921397379913,Wednesday,False,False
ATT0009958,2025-04-04,SCH0321,V,216,141,True,Headmaster,False,True,65.27777777777779,Friday,False,False
ATT0018892,2025-09-12,SCH0120,6,89,85,True,Admin,False,True,95.50561797752809,Friday,False,False
ATT0006553,2025-11-11,SCH0300,III,206,187,True,Headmaster,False,True,90.77669902912622,Tuesday,False,False
ATT0011376,2025-09-18,SCH0223,II,69,54,False,Admin,False,True,78.26086956521739,Thursday,False,False
ATT0001388,2025-05-23,SCH0203,4,169,158,True,Admin,False,True,93.49112426035504,Friday,False,False
ATT0002002,2025-11-24,SCH0134,V,130,97,True,Clerk,False,True,74.61538461538461,Monday,False,False
ATT0005610,2026-03-24,SCH0384,7,82,55,,Clerk,False,True,67.07317073170732,Tuesday,False,False
ATT0011908,2025-10-09,SCH0335,6,113,128,True,Unknown,True,False,,Thursday,False,False
ATT0004582,2025-12-23,SCH0545,1,175,162,True,Headmaster,False,True,92.57142857142857,Tuesday,False,False
ATT0013434,2025-12-14,0154,3,94,94,True,Admin,False,True,100.0,Sunday,True,True
ATT0009678,2025-07-23,SCH0537,V,218,140,True,Class Teacher,False,True,64.22018348623854,Wednesday,False,False
ATT0002524,2025-09-15,SCH0062,1,121,95,,Unknown,False,True,78.51239669421489,Monday,False,False
ATT0014943,2025-10-02,SCH0061,I,165,133,True,Clerk,False,True,80.60606060606061,Thursday,False,False
ATT0007260,2026-01-22,SCH0419,II,219,161,True,Class Teacher,False,True,73.51598173515981,Thursday,False,False
ATT0019547,2025-07-29,SCH0007,V,261,270,False,Unknown,True,False,,Tuesday,False,False
ATT0018724,2025-06-13,SCH0253,IV,281,268,,Clerk,False,True,95.37366548042705,Friday,False,False
ATT0003079,2025-07-24,SCH0429,IV,144,90,,Admin,False,True,62.5,Thursday,False,False
ATT0007461,2025-11-01,SCH0251,4,187,164,,Headmaster,False,True,87.70053475935828,Saturday,False,False
ATT0013115,2025-07-03,SCH0412,4,186,126,,Headmaster,False,True,67.74193548387096,Thursday,False,False
ATT0016606,2025-07-10,SCH0412,II,42,33,True,Admin,False,True,78.57142857142857,Thursday,False,False
ATT0004783,2025-08-11,SCH0463,4,160,141,True,Unknown,False,True,88.125,Monday,False,False
ATT0017121,2025-12-09,SCH0479,I,162,120,,Admin,False,True,74.07407407407408,Tuesday,False,False
ATT0004382,2025-04-28,SCH0129,5,143,94,False,Class Teacher,False,True,65.73426573426573,Monday,False,False
ATT0017941,2025-04-11,0014,9,221,139,,Class Teacher,False,True,62.89592760180995,Friday,False,False
ATT0012697,2025-07-06,SCH0375,V,189,115,,Headmaster,False,True,60.84656084656085,Sunday,True,False
ATT0014624,2025-12-08,SCH0094,1,247,211,True,Admin,False,True,85.4251012145749,Monday,False,False
ATT0006405,2025-08-09,SCH0167,8,128,103,True,Headmaster,False,True,80.46875,Saturday,False,False
ATT0007643,2025-11-13,SCH0015,1,231,238,True,Headmaster,True,False,,Thursday,False,False
ATT0008068,2025-06-15,SCH0385,10,277,187,True,Class Teacher,False,True,67.50902527075813,Sunday,True,False
ATT0006453,2026-03-04,SCH0285,IV,296,256,True,Headmaster,False,True,86.48648648648648,Wednesday,False,False
ATT0003309,2026-08-01,SCH0015,II,46,27,True,Admin,False,True,58.69565217391305,Saturday,False,False
ATT0002166,2026-03-10,SCH0332,9,246,208,,Admin,False,True,84.5528455284553,Tuesday,False,False
ATT0008810,2025-04-14,SCH0175,7,93,74,True,Headmaster,False,True,79.56989247311827,Monday,False,False
ATT0003804,2025-11-04,SCH0266,4,171,111,True,Admin,False,True,64.91228070175438,Tuesday,False,False
ATT0015622,2025-05-22,SCH0358,IV,137,83,,Clerk,False,True,60.58394160583942,Thursday,False,False
ATT0018806,2025-08-25,SCH0558,4,70,54,True,Unknown,False,True,77.14285714285715,Monday,False,False
