procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,total_cost_inr,cost_per_kg
MDM008102,2025-10-22,SCH0361,Singh Brothers,Edible Oil,,,4992,Pending,0.0,4992.0,0.0
MDM001144,2025-09-11,SCH0361,Sharma Traders,Wheat,13.5 kg,,Rs. 405,Pending,13.5,0.405,0.030000000000000002
MDM008901,2026-03-24,SCH0099,Singh Brothers,Edible Oil,1.092,bags,6552,Paid,54.6,6552.0,120.0
MDM007552,2025-11-14,SCH0403,Sharma Traders,Rice,45200,grams,1808,Pending,45.2,1808.0,40.0
MDM011223,2025-05-24,S0220,Sharma Traders,Rice,0.444,Bags,888/-,Pending,22.2,888.0,40.0
MDM001833,2025-07-05,SCH0211,Goyal Rice Mill,Rice,12,Kgs,480,Paid,12.0,480.0,40.0
MDM007840,2025-11-29,SCH0564,Kumar & Co.,Pulses,0.72,Bags,3240,Paid,36.0,3240.0,90.0
MDM006501,2026-02-28,SCH0260,Goyal Enterprises,Wheat,11.4,KG,342/-,Pending,11.4,342.0,30.0
MDM003687,2025-10-10,SCH0204,Sharma Traders,Edible Oil,,,5928,Paid,0.0,5928.0,0.0
MDM010926,2025-09-29,SCH0242,Goyal Rice Mill,Wheat,24.7,KG,Rs. 741,Paid,24.7,0.741,0.03
MDM004538,2026-02-19,SCH0489,Kumar General Store,Lentils,55.6 kg,,"₹5,004",Pending,55.6,5004.0,90.0
MDM006320,2025-02-09,S0152,Sharma Traders,Edible Oil,1.034,Bags,"₹6,204",Pending,51.7,6204.0,120.0
MDM007754,2025-12-21,SCH0207,S. Agro Works,Lentils,0.812,Bori,,Pending,40.6,0.0,0.0
MDM000835,2025-04-09,SCH0369,S. Agro Works,Atta,,,Rs. 924,Pending,0.0,0.924,0.0
MDM002487,2025-09-18,SCH0007,Sharma Traders,Rice,15300,g,Rs. 612,Pending,15.3,0.612,0.04
MDM009242,2026-03-21,SCH0242,S. Agro Works,Pulses,57.0 kg,,"5,130/-",Pending,57.0,5130.0,90.0
MDM006024,2025-07-17,SCH0236,Singh Brothers,Rice,0.434,Bori,Rs. 868,Paid,21.7,0.868,0.04
MDM011895,2025-01-05,SCH0206,Sharma Traders,Edible Oil,49.7,kg,"5,964/-",Pending,49.7,5964.0,120.0
MDM008512,2025-10-08,SCH0386,Goyal Mill,Pulses,51.4,KG,4626,Paid,51.4,4626.0,90.0
MDM010889,2025-07-30,SCH0009,Kumar General Store,Pulses,0.522,Sacks,"2,349/-",Pending,26.1,2349.0,90.0
MDM007177,2026-03-27,SCH0318,Kumar & Co.,Edible Oil,54400,grams,"₹6,528",Pending,54.4,6528.0,120.0
MDM000066,2025-11-18,SCH0582,Goyal Rice Mill,Lentils,10.3 kg,,927,Pending,10.3,927.0,90.0
MDM005909,2025-10-04,SCH0001,Goyal Mill,Atta,10700,Grams,₹321,Pending,10.7,321.0,30.000000000000004
MDM005121,2025-12-16,SCH0537,Sharma Traders,Rice,59.9,KG,"₹2,396",Paid,59.9,2396.0,40.0
MDM008401,2026-03-01,SCH0115,Kumar General Store,Edible Oil,0.254,bags,"Rs. 1,524",Paid,12.7,0.1524,0.012000000000000002
MDM002025,2026-03-16,SCH0527,Goyal Rice Mill,Pulses,,,"₹1,233",Pending,0.0,1233.0,0.0
MDM006552,2025-07-05,SCH0596,Sharma Traders,Rice,18.7,Kgs,₹748,Paid,18.7,748.0,40.0
MDM000355,2025-12-04,SCH0028,Sharma Traders,Wheat,0.524,Sacks,786/-,Pending,26.200000000000003,786.0,29.999999999999996
MDM006226,2025-06-10,SCH0560,Kumar & Co.,Edible Oil,25.9 kg,,3108,Paid,25.9,3108.0,120.0
MDM004763,2025-04-16,SCH0105,Goyal Mill,Edible Oil,51200,grams,"₹6,144",Pending,51.2,6144.0,120.0
MDM006324,2025-12-25,SCH0436,Singh Agro,Edible Oil,37.9,Kgs,4548,Pending,37.9,4548.0,120.0
MDM010013,2025-07-24,SCH0303,Goyal Enterprises,Rice,0.982,Sacks,1964,Paid,49.1,1964.0,40.0
MDM006308,2025-12-02,SCH0159,Singh Agro,Pulses,0.89,Sacks,"4,005/-",Pending,44.5,4005.0,90.0
MDM004569,2026-03-09,SCH0012,S. Agro Works,Atta,0.238,Sacks,357,Pending,11.899999999999999,357.0,30.000000000000004
MDM003128,2025-10-26,S0436,Kumar & Co.,Wheat,34.4,KG,"₹1,032",Pending,34.4,1032.0,30.0
MDM004949,2025-05-03,SCH0263,Goyal Mill,Wheat,31.9,Kgs,957,Pending,31.9,957.0,30.0
MDM000310,2026-03-21,SCH0498,S. Agro Works,Edible Oil,,,"₹3,372",Paid,0.0,3372.0,0.0
MDM006985,2025-09-30,S0590,S. Agro Works,Atta,43,Kgs,"₹1,290",Paid,43.0,1290.0,30.0
MDM006102,2025-09-14,SCH0022,Goyal Mill,Rice,52.4 kg,,2096,Paid,52.4,2096.0,40.0
MDM006866,2026-03-02,0405,Kumar General Store,Rice,0.404,bags,₹808,Paid,20.200000000000003,808.0,39.99999999999999
MDM004355,2025-10-11,SCH0476,Goyal Enterprises,Pulses,1.04,bags,4680,Pending,52.0,4680.0,90.0
MDM007922,2026-02-10,SCH0207,Sharma Traders,Rice,33,Kgs,"Rs. 1,320",Paid,33.0,0.132,0.004
MDM010523,2026-01-21,SCH0185,Singh Brothers,Pulses,,,"Rs. 1,980",Paid,0.0,0.198,0.0
MDM007835,2025-08-12,SCH0109,Singh Brothers,Edible Oil,,,"6,132/-",Paid,0.0,6132.0,0.0
MDM006746,2025-10-05,SCH0200,Goyal Mill,Rice,,,1324,Paid,0.0,1324.0,0.0
MDM002584,2026-01-02,SCH0381,Sharma Traders,Wheat,31.4,kg,Rs. 942,Pending,31.4,0.942,0.03
MDM002771,2025-06-24,SCH0361,Goyal Enterprises,Edible Oil,40800,g,4896,Pending,40.8,4896.0,120.00000000000001
MDM004813,2025-06-21,0473,Singh Agro,Edible Oil,57800,Grams,"Rs. 6,936",Pending,57.8,0.6936,0.012
MDM008912,2026-02-28,SCH0009,Kumar & Co.,Rice,28700,g,"1,148/-",Pending,28.7,1148.0,40.0
MDM008418,2026-02-03,SCH0277,Goyal Mill,Rice,23.9,Kgs,Rs. 956,Paid,23.9,0.956,0.04
MDM006030,2025-06-29,SCH0070,Kumar Supplies,Wheat,26000,Grams,,Paid,26.0,0.0,0.0
MDM003210,2025-07-22,SCH0551,Sharma Traders,Rice,48.9 kg,,"1,956/-",Paid,48.9,1956.0,40.0
MDM009535,2025-12-12,SCH0281,Goyal Enterprises,Rice,58000,Grams,"₹2,320",Pending,58.0,2320.0,40.0
MDM003906,2026-02-01,SCH0317,S. Agro Works,Pulses,43.3 kg,,"₹3,897",Paid,43.3,3897.0,90.0
MDM006605,2026-01-13,SCH0008,Goyal Rice Mill,Wheat,49,KG,"₹1,470",Pending,49.0,1470.0,30.0
MDM011887,2025-10-29,SCH0207,Sharma Traders,Edible Oil,57.9 kg,,6948,Paid,57.9,6948.0,120.0
MDM010072,2025-11-10,SCH0116,Goyal Mill,Edible Oil,,,,Paid,0.0,0.0,0.0
MDM006568,2025-12-18,SCH0140,Singh Brothers,Wheat,16.6,Kgs,Rs. 498,Pending,16.6,0.498,0.03
MDM002380,2025-08-07,SCH0599,Singh Agro,Pulses,15.4 kg,,1386,Paid,15.4,1386.0,90.0
MDM008619,2026-01-15,SCH0530,Kumar & Co.,Rice,38.6 kg,,"₹1,544",Pending,38.6,1544.0,40.0
MDM011608,2025-10-27,SCH0434,Sharma Traders,Edible Oil,,,4812,Pending,0.0,4812.0,0.0
MDM004170,2025-09-06,SCH0007,Kumar Supplies,Lentils,46.8,KGS,"₹4,212",Pending,46.8,4212.0,90.0
MDM010252,2025-06-26,SCH0080,Goyal Enterprises,Edible Oil,45.6,KGS,5472,Pending,45.6,5472.0,120.0
MDM003429,2025-10-22,SCH0077,Sharma Traders,Rice,33.7,KG,"1,348/-",Paid,33.7,1348.0,40.0
MDM004422,2025-09-02,SCH0560,S. Agro Works,Rice,,,"Rs. 1,852",Pending,0.0,0.1852,0.0
MDM001102,2025-10-09,SCH0592,Sharma Traders,Pulses,0.35,Sacks,1575,Pending,17.5,1575.0,90.0
MDM007503,2026-01-12,SCH0308,Singh Agro,Pulses,,,5166,Paid,0.0,5166.0,0.0
MDM005383,2026-06-02,SCH0204,Sharma Traders,Wheat,16.4,Kgs,Rs. 492,Paid,16.4,0.492,0.030000000000000002
MDM011785,2025-10-28,S0030,Singh Brothers,Rice,,,Rs. 956,Paid,0.0,0.956,0.0
MDM003251,2025-09-18,S0558,Goyal Enterprises,Pulses,26.4,KG,2376,Paid,26.4,2376.0,90.0
MDM004410,2025-05-31,SCH0525,Singh Agro,Lentils,19.7,KGS,"₹1,773",Pending,19.7,1773.0,90.0
MDM004141,2026-08-03,SCH0476,Goyal Mill,Lentils,0.242,50kg Bags,"₹1,089",Paid,12.1,1089.0,90.0
MDM003558,2025-09-06,SCH0344,Sharma Traders,Wheat,0.3779999999999999,50kg Bags,Rs. 567,Paid,18.899999999999995,0.567,0.030000000000000006
MDM007272,2025-09-30,SCH0201,Goyal Mill,Wheat,22.9,KGS,Rs. 687,Pending,22.9,0.687,0.030000000000000006
MDM000119,2025-05-09,SCH0180,Sharma Traders,Pulses,12300,Grams,"₹1,107",Pending,12.3,1107.0,90.0
MDM002023,2026-01-02,SCH0482,Sharma Traders,Pulses,0.652,Bori,2934,Pending,32.6,2934.0,90.0
MDM004599,2026-01-18,SCH0492,Goyal Rice Mill,Edible Oil,0.9640000000000001,Bags,"Rs. 5,784",Pending,48.2,0.5784,0.012
MDM009836,2025-10-09,SCH0204,Singh Brothers,Edible Oil,28.4 kg,,"₹3,408",Pending,28.4,3408.0,120.0
MDM004982,2025-11-23,SCH0167,Sharma Traders,Rice,33.8 kg,,1352,Pending,33.8,1352.0,40.0
MDM010705,2025-12-25,SCH0246,Goyal Enterprises,Rice,27.0 kg,,1080,Pending,27.0,1080.0,40.0
MDM005845,2025-07-11,SCH0065,S. Agro Works,Pulses,1.008,50kg Bags,"Rs. 4,536",Paid,50.4,0.4536,0.009000000000000001
MDM008882,2025-06-15,SCH0427,Goyal Enterprises,Lentils,58300,grams,"₹5,247",Paid,58.3,5247.0,90.0
MDM004682,2026-02-15,SCH0540,S. Agro Works,Rice,47.6 kg,,"Rs. 1,904",Pending,47.6,0.1904,0.004
MDM009956,2025-08-16,SCH0533,Sharma Traders,Wheat,57,KG,1710,Pending,57.0,1710.0,30.0
MDM007349,2025-12-23,SCH0412,Goyal Rice Mill,Pulses,17.8,KG,"Rs. 1,602",Paid,17.8,0.1602,0.009
MDM004274,2025-12-26,SCH0168,Goyal Mill,Edible Oil,,,5616,Pending,0.0,5616.0,0.0
MDM006444,2025-06-17,0464,Goyal Rice Mill,Edible Oil,17.4,kg,2088,Pending,17.4,2088.0,120.00000000000001
MDM000088,2025-12-26,SCH0096,Kumar General Store,Atta,52900,g,"₹1,587",Pending,52.9,1587.0,30.0
MDM009758,2025-11-05,0530,Goyal Enterprises,Wheat,55.8 kg,,1674,Pending,55.8,1674.0,30.0
MDM003383,2025-04-29,SCH0298,Goyal Mill,Wheat,32.9,Kgs,987,Pending,32.9,987.0,30.0
MDM008254,2025-08-09,0460,Singh Brothers,Wheat,1.116,Bori,"1,674/-",Paid,55.800000000000004,1674.0,29.999999999999996
MDM000404,2025-08-14,SCH0439,Goyal Enterprises,Rice,,,"Rs. 1,532",Pending,0.0,0.1532,0.0
MDM003351,2025-06-14,SCH0374,Goyal Enterprises,Pulses,37.9,kg,3411,Paid,37.9,3411.0,90.0
MDM010288,2025-10-08,SCH0319,Goyal Rice Mill,Pulses,10.2,kg,₹918,Pending,10.2,918.0,90.0
MDM005174,2026-03-16,SCH0296,Kumar General Store,Pulses,58800,grams,"Rs. 5,292",Pending,58.8,0.5292,0.009000000000000001
MDM008724,2025-04-21,S0421,Kumar Supplies,Edible Oil,35.8 kg,,4296,Pending,35.8,4296.0,120.00000000000001
MDM002242,2025-07-04,SCH0086,Sharma Traders,Pulses,0.28,Bori,"₹1,260",Pending,14.000000000000002,1260.0,89.99999999999999
MDM010856,2025-12-27,SCH0203,Sharma Traders,Pulses,25.1,KG,"₹2,259",Pending,25.1,2259.0,90.0
MDM008019,2026-03-18,SCH0030,Kumar Supplies,Pulses,58.4,Kgs,5256,Paid,58.4,5256.0,90.0
MDM001028,2026-11-02,0045,S. Agro Works,Lentils,43.1,Kgs,,Pending,43.1,0.0,0.0
MDM011992,2025-01-10,SCH0178,Singh Agro,Edible Oil,52.1,Kgs,6252,Paid,52.1,6252.0,120.0
MDM006259,2025-11-14,SCH0456,Kumar & Co.,Edible Oil,0.8079999999999999,Sacks,"₹4,848",Pending,40.4,4848.0,120.0
MDM002437,2025-09-05,SCH0462,Kumar Supplies,Edible Oil,41.3,Kgs,4956,Paid,41.3,4956.0,120.00000000000001
MDM006033,2025-09-08,0339,Kumar & Co.,Edible Oil,23.2,KG,"Rs. 2,784",Pending,23.2,0.2784,0.012
MDM008352,2025-07-31,SCH0093,Goyal Enterprises,Pulses,30100,grams,2709,Paid,30.1,2709.0,90.0
MDM001279,2025-09-26,SCH0003,Kumar General Store,Rice,,,"Rs. 1,896",Pending,0.0,0.1896,0.0
MDM009676,2025-11-02,SCH0136,Kumar General Store,Edible Oil,10.7 kg,,"Rs. 1,284",Paid,10.7,0.1284,0.012
MDM007772,2025-12-20,S0448,Kumar General Store,Atta,59.2 kg,,"Rs. 1,776",Paid,59.2,0.1776,0.003
MDM001426,2025-09-17,SCH0110,Kumar Supplies,Edible Oil,13.9 kg,,"₹1,668",Paid,13.9,1668.0,120.0
MDM007029,2025-04-11,SCH0597,Kumar General Store,Rice,0.38,Sacks,Rs. 760,Paid,19.0,0.76,0.04
MDM001503,2025-06-24,SCH0264,Goyal Rice Mill,Lentils,,,"Rs. 1,422",Paid,0.0,0.1422,0.0
MDM010583,2025-09-05,S0176,Sharma Traders,Wheat,48.4,KGS,"Rs. 1,452",Paid,48.4,0.1452,0.003
MDM010125,2025-12-15,S0141,Kumar General Store,Pulses,0.504,Bags,"Rs. 2,268",Pending,25.2,0.2268,0.009000000000000001
MDM010602,2025-11-08,SCH0173,Sharma Traders,Edible Oil,29900,grams,3588,Pending,29.9,3588.0,120.0
MDM000679,2026-09-02,SCH0293,Sharma Traders,Lentils,18.6 kg,,"1,674/-",Paid,18.6,1674.0,90.0
MDM008605,2026-03-02,SCH0265,Goyal Enterprises,Edible Oil,,,"Rs. 4,056",Pending,0.0,0.4056,0.0
MDM011110,2025-06-28,S0197,Singh Agro,Rice,33500,grams,"1,340/-",Paid,33.5,1340.0,40.0
MDM007521,2025-02-12,SCH0231,Kumar & Co.,Rice,,,"Rs. 1,388",Pending,0.0,0.1388,0.0
MDM007854,2026-02-15,S0391,Goyal Enterprises,Rice,20300,g,Rs. 812,Pending,20.3,0.812,0.04
MDM001071,2026-03-05,SCH0415,Goyal Mill,Wheat,,,600/-,Paid,0.0,600.0,0.0
MDM002481,2025-12-30,SCH0561,Singh Agro,Pulses,0.716,Bags,"₹3,222",Pending,35.8,3222.0,90.00000000000001
MDM011381,2025-04-03,S0456,Goyal Rice Mill,Wheat,44.1,Kgs,"1,323/-",Paid,44.1,1323.0,30.0
MDM003393,2025-06-26,S0464,Goyal Rice Mill,Rice,0.278,Bags,556,Pending,13.900000000000002,556.0,39.99999999999999
MDM001100,2025-10-22,SCH0222,Sharma Traders,Rice,55200,g,"₹2,208",Paid,55.2,2208.0,40.0
MDM010686,2026-02-20,S0299,Sharma Traders,Atta,20.4,Kgs,612,Pending,20.4,612.0,30.000000000000004
MDM007982,2025-12-15,SCH0182,Kumar Supplies,Wheat,0.29,50kg Bags,435,Pending,14.499999999999998,435.0,30.000000000000004
MDM000419,2025-03-12,S0249,S. Agro Works,Lentils,11.7,kg,"1,053/-",Paid,11.7,1053.0,90.0
MDM007423,2025-12-27,SCH0056,Kumar Supplies,Pulses,40500,grams,3645,Pending,40.5,3645.0,90.0
MDM005377,2025-05-08,SCH0339,Goyal Rice Mill,Edible Oil,34.7,Kgs,"Rs. 4,164",Pending,34.7,0.4164,0.011999999999999999
MDM001948,2025-07-28,SCH0117,S. Agro Works,Lentils,,,"2,223/-",Paid,0.0,2223.0,0.0
MDM003337,2025-06-10,SCH0451,Goyal Mill,Pulses,0.8,Bags,"₹3,600",Pending,40.0,3600.0,90.0
MDM002300,2025-12-04,SCH0024,Sharma Traders,Rice,21.7,KG,868,Paid,21.7,868.0,40.0
MDM006953,2026-01-11,SCH0047,S. Agro Works,Edible Oil,23.4,KG,"Rs. 2,808",Pending,23.4,0.2808,0.012
MDM006957,2025-07-22,SCH0042,Singh Brothers,Wheat,,,"Rs. 1,587",Paid,0.0,0.1587,0.0
MDM000209,2025-10-28,SCH0005,Kumar & Co.,Wheat,49.9 kg,,"1,497/-",Pending,49.9,1497.0,30.0
MDM010827,2026-03-21,SCH0426,Kumar General Store,Edible Oil,,,5928,Paid,0.0,5928.0,0.0
MDM010383,2026-02-20,SCH0380,Kumar General Store,Pulses,26900,g,"₹2,421",Pending,26.9,2421.0,90.0
MDM005618,2025-06-12,SCH0029,Goyal Rice Mill,Edible Oil,50.9,KG,6108,Pending,50.9,6108.0,120.0
MDM000529,2025-04-11,SCH0423,S. Agro Works,Rice,45,kg,"1,800/-",Pending,45.0,1800.0,40.0
MDM000780,2025-05-10,SCH0091,Goyal Rice Mill,Rice,,,,Paid,0.0,0.0,0.0
MDM000723,2026-12-03,SCH0325,Singh Brothers,Pulses,29000,g,,Pending,29.0,0.0,0.0
MDM007496,2025-08-21,SCH0180,Sharma Traders,Pulses,0.84,Bags,"₹3,780",Paid,42.0,3780.0,90.0
MDM001861,2025-09-29,0107,Goyal Enterprises,Wheat,27.7,KG,831/-,Paid,27.7,831.0,30.0
MDM010475,2026-06-01,SCH0253,Singh Brothers,Edible Oil,52.8,KGS,"Rs. 6,336",Paid,52.8,0.6336,0.012000000000000002
MDM011815,2026-03-05,SCH0508,Kumar General Store,Lentils,,,3141,Paid,0.0,3141.0,0.0
MDM010462,2025-10-16,SCH0089,Kumar Supplies,Rice,,,1844,Pending,0.0,1844.0,0.0
MDM011199,2025-06-10,SCH0094,Kumar General Store,Wheat,35.6 kg,,"₹1,068",Paid,35.6,1068.0,30.0
MDM001993,2025-07-08,SCH0394,Goyal Enterprises,Rice,,,1204,Paid,0.0,1204.0,0.0
MDM002333,2025-08-05,SCH0032,Singh Brothers,Edible Oil,31.8,kg,"Rs. 3,816",Pending,31.8,0.3816,0.012
MDM009973,2025-11-04,SCH0013,Kumar Supplies,Wheat,0.49,50kg Bags,735,Paid,24.5,735.0,30.0
MDM011403,2025-11-18,0196,Sharma Traders,Wheat,15.3,kg,459,Paid,15.3,459.0,30.0
MDM005995,2026-03-10,S0366,Sharma Traders,Edible Oil,11.8 kg,,"1,416/-",Pending,11.8,1416.0,119.99999999999999
MDM003460,2025-06-28,SCH0315,Kumar General Store,Wheat,0.424,Bags,Rs. 636,Paid,21.2,0.636,0.030000000000000002
MDM008927,2026-02-01,SCH0344,Sharma Traders,Wheat,0.652,50kg Bags,Rs. 978,Pending,32.6,0.978,0.03
MDM007208,2026-01-01,SCH0200,S. Agro Works,Pulses,25.2 kg,,2268,Pending,25.2,2268.0,90.0
MDM004519,2026-03-29,S0103,Sharma Traders,Edible Oil,,,"5,052/-",Pending,0.0,5052.0,0.0
MDM005585,2025-08-27,SCH0205,Kumar Supplies,Rice,,,,Paid,0.0,0.0,0.0
MDM005642,2026-03-27,SCH0169,Kumar General Store,Rice,11.8,KGS,472,Paid,11.8,472.0,40.0
MDM010294,2025-04-16,SCH0332,Sharma Traders,Rice,29.7,Kgs,"₹1,188",Paid,29.7,1188.0,40.0
MDM000258,2025-07-26,S0075,Singh Agro,Wheat,26.5 kg,,795/-,Paid,26.5,795.0,30.0
MDM009412,2026-01-17,SCH0363,Sharma Traders,Lentils,54300,grams,,Paid,54.3,0.0,0.0
MDM009346,2026-01-15,SCH0267,Goyal Mill,Pulses,40.1,KG,"₹3,609",Paid,40.1,3609.0,90.0
MDM011241,2025-06-04,SCH0590,Sharma Traders,Lentils,21.3,Kgs,1917,Paid,21.3,1917.0,90.0
MDM009872,2026-02-05,SCH0404,Singh Agro,Atta,0.978,bags,"1,467/-",Pending,48.9,1467.0,30.0
MDM007647,2025-06-05,SCH0159,Kumar Supplies,Rice,,,,Paid,0.0,0.0,0.0
MDM003626,2026-02-22,S0503,Kumar Supplies,Edible Oil,0.212,Bags,"Rs. 1,272",Pending,10.6,0.1272,0.012
MDM000703,2025-11-22,SCH0482,Singh Brothers,Pulses,45800,Grams,"₹4,122",Pending,45.8,4122.0,90.0
MDM003190,2025-01-11,S0018,Sharma Traders,Edible Oil,37.9,KG,,Paid,37.9,0.0,0.0
MDM000504,2025-10-07,SCH0211,Sharma Traders,Edible Oil,,,"₹4,572",Paid,0.0,4572.0,0.0
MDM010891,2025-11-25,SCH0581,Sharma Traders,Edible Oil,14.2,KGS,"₹1,704",Pending,14.2,1704.0,120.0
MDM002557,2025-07-11,SCH0450,Kumar General Store,Pulses,48.1,kg,4329,Pending,48.1,4329.0,90.0
MDM010754,2025-04-05,SCH0147,Goyal Mill,Wheat,58.8,kg,1764,Pending,58.8,1764.0,30.0
MDM002249,2025-11-21,SCH0398,Goyal Enterprises,Atta,,,"Rs. 1,359",Pending,0.0,0.1359,0.0
MDM000373,2025-07-12,SCH0388,Sharma Traders,Rice,54800,Grams,2192,Paid,54.8,2192.0,40.0
MDM004053,2025-10-19,SCH0461,Goyal Mill,Wheat,1.002,Bags,1503,Pending,50.1,1503.0,30.0
MDM003938,2025-11-05,SCH0289,Sharma Traders,Lentils,0.91,bags,4095,Paid,45.5,4095.0,90.0
MDM004077,2025-10-28,SCH0317,Sharma Traders,Edible Oil,25900,Grams,,Pending,25.9,0.0,0.0
MDM000998,2025-07-29,SCH0574,Sharma Traders,Pulses,26.8,Kgs,"₹2,412",Paid,26.8,2412.0,90.0
MDM004333,2025-04-28,SCH0207,Sharma Traders,Edible Oil,0.246,Bori,"Rs. 1,476",Pending,12.3,0.1476,0.012
MDM005633,2026-12-02,SCH0146,S. Agro Works,Edible Oil,10.7,Kgs,"Rs. 1,284",Pending,10.7,0.1284,0.012
MDM001177,2025-07-17,SCH0540,Sharma Traders,Pulses,28.9 kg,,,Paid,28.9,0.0,0.0
MDM011971,2025-11-20,SCH0171,Sharma Traders,Pulses,35.3 kg,,"₹3,177",Pending,35.3,3177.0,90.00000000000001
MDM000552,2025-05-14,SCH0078,Singh Brothers,Rice,0.528,Bags,"Rs. 1,056",Pending,26.400000000000002,0.1056,0.004
MDM004841,2025-08-10,SCH0083,Kumar Supplies,Rice,54900,Grams,"₹2,196",Pending,54.9,2196.0,40.0
MDM004373,2025-11-20,SCH0166,Goyal Rice Mill,Wheat,12.6,KGS,378,Pending,12.6,378.0,30.0
MDM003498,2026-03-24,SCH0373,Goyal Mill,Edible Oil,47.2,kg,"Rs. 5,664",Pending,47.2,0.5664,0.012
MDM005460,2025-10-18,SCH0208,Kumar & Co.,Pulses,1.156,bags,"Rs. 5,202",Paid,57.8,0.5202,0.009000000000000001
MDM005107,2025-08-15,SCH0486,Goyal Enterprises,Rice,58.8 kg,,"₹2,352",Pending,58.8,2352.0,40.0
MDM005774,2025-12-23,SCH0241,Kumar General Store,Edible Oil,20.9 kg,,"₹2,508",Pending,20.9,2508.0,120.00000000000001
MDM010737,2026-04-03,SCH0343,Sharma Traders,Pulses,,,"₹3,285",Pending,0.0,3285.0,0.0
MDM008217,2025-08-30,SCH0029,Singh Brothers,Edible Oil,34,KG,"₹4,080",Pending,34.0,4080.0,120.0
MDM006949,2026-05-01,SCH0324,S. Agro Works,Wheat,18600,g,558,Paid,18.6,558.0,29.999999999999996
MDM007640,2025-07-21,SCH0050,Singh Brothers,Rice,0.218,Bags,436,Paid,10.9,436.0,40.0
MDM008474,2026-01-15,SCH0238,Goyal Rice Mill,Rice,59.3,kg,2372,Pending,59.3,2372.0,40.0
MDM000694,2025-08-28,S0290,Kumar & Co.,Wheat,11600,Grams,348,Pending,11.6,348.0,30.0
MDM002534,2025-11-03,SCH0543,Kumar General Store,Rice,1.032,Bags,"2,064/-",Pending,51.6,2064.0,40.0
MDM005012,2026-02-09,SCH0005,Singh Agro,Wheat,34.9 kg,,,Pending,34.9,0.0,0.0
MDM003444,2025-05-03,S0527,Kumar Supplies,Edible Oil,0.5760000000000001,Bori,"Rs. 3,456",Pending,28.800000000000004,0.3456,0.011999999999999999
MDM000983,2025-07-28,SCH0145,Goyal Enterprises,Wheat,54.1,Kgs,1623,Paid,54.1,1623.0,30.0
MDM005442,2025-08-21,SCH0045,S. Agro Works,Pulses,0.452,Sacks,,Paid,22.6,0.0,0.0
MDM011629,2025-05-26,SCH0540,Kumar General Store,Wheat,,,1299,Paid,0.0,1299.0,0.0
MDM004223,2025-07-06,SCH0159,Goyal Rice Mill,Wheat,0.674,50kg Bags,"Rs. 1,011",Paid,33.7,0.1011,0.0029999999999999996
MDM000092,2025-02-04,SCH0142,Singh Brothers,Wheat,,,"Rs. 1,611",Paid,0.0,0.1611,0.0
MDM002267,2026-02-06,SCH0169,Singh Brothers,Edible Oil,,,1824,Pending,0.0,1824.0,0.0
MDM008863,2025-06-10,S0591,Sharma Traders,Rice,14500,Grams,580,Pending,14.5,580.0,40.0
MDM007497,2025-11-15,SCH0392,Goyal Enterprises,Wheat,0.542,50kg Bags,Rs. 813,Pending,27.1,0.813,0.029999999999999995
MDM007599,2025-05-01,SCH0158,Singh Brothers,Rice,,,716,Pending,0.0,716.0,0.0
MDM000262,2025-10-17,SCH0006,Singh Agro,Lentils,0.376,50kg Bags,1692,Paid,18.8,1692.0,90.0
MDM003338,2025-08-28,SCH0131,Kumar General Store,Edible Oil,17200,g,,Paid,17.2,0.0,0.0
MDM007948,2025-08-28,SCH0536,Kumar General Store,Edible Oil,11.2,KG,"₹1,344",Pending,11.2,1344.0,120.00000000000001
MDM009905,2025-07-04,SCH0099,Kumar Supplies,Edible Oil,39.8,Kgs,4776,Pending,39.8,4776.0,120.00000000000001
MDM010609,2025-06-20,SCH0488,Goyal Enterprises,Pulses,48.2 kg,,4338,Pending,48.2,4338.0,90.0
MDM000446,2026-01-16,SCH0404,Sharma Traders,Edible Oil,0.422,Bags,2532,Pending,21.099999999999998,2532.0,120.00000000000001
MDM003556,2025-05-22,SCH0103,Goyal Mill,Pulses,29.4,Kgs,"2,646/-",Pending,29.4,2646.0,90.0
MDM002195,2026-02-20,SCH0283,S. Agro Works,Lentils,18600,Grams,1674,Pending,18.6,1674.0,90.0
MDM006877,2025-08-24,SCH0201,Kumar & Co.,Rice,53.8,KG,2152,Pending,53.8,2152.0,40.0
MDM008238,2025-07-16,SCH0284,Goyal Enterprises,Rice,29.9,KG,"1,196/-",Paid,29.9,1196.0,40.0
MDM002868,2025-05-27,SCH0373,Sharma Traders,Pulses,,,3708,Pending,0.0,3708.0,0.0
MDM002527,2026-10-03,SCH0510,Goyal Enterprises,Pulses,34.4,KG,"₹3,096",Paid,34.4,3096.0,90.0
MDM011798,2025-05-27,SCH0025,Goyal Rice Mill,Wheat,0.75,bags,,Paid,37.5,0.0,0.0
MDM007866,2025-09-19,SCH0316,Goyal Mill,Rice,46.7,kg,"₹1,868",Pending,46.7,1868.0,40.0
MDM011332,2025-12-01,SCH0313,Goyal Rice Mill,Rice,0.866,Bori,1732,Pending,43.3,1732.0,40.0
MDM001169,2025-12-02,SCH0144,Sharma Traders,Pulses,25400,g,2286,Pending,25.4,2286.0,90.0
