procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM000724,2026-03-18,SCH0419,S. Agro Works,Dal,40500.0,G,3645,Paid
MDM000301,2026-03-24,SCH0030,S. Agro Works,Rice,21500.0,G,860,Due
MDM010375,2025-10-05,SCH0229,Sharma Traders Pvt Ltd,Mustard Oil,,,2400,Paid
MDM009588,2026-03-16,SCH0047,Sharma Traders Pvt Ltd,Wheat,0.84,SACK,1260,Cleared
MDM004295,2025-08-22,SCH0330,Goyal Enterprises,Wheat,42300.0,G,1269,
MDM004186,2025-10-27,SCH0495,Sharma Traders Pvt Ltd,Rice,41500.0,G,1660,Pending
MDM010714,2025-04-01,SCH0307,Sharma Traders Pvt Ltd,Dal,39.2,KG,3528,
MDM005675,2026-01-09,SCH0569,Sharma & Sons,Dal,0.754,BAG,3393,
MDM003143,2025-11-05,SCH0051,Kumar Supplies,Wheat,23900.0,G,717,Paid
MDM008199,2025-12-18,SCH0175,Sharma Traders,Wheat,22.5,KG,,Cleared
MDM011914,2025-04-14,SCH0365,Goyal Enterprises,Rice,51800.0,G,2072,Pending
MDM003206,2025-12-26,SCH0534,Singh Brothers,Dal,34.3,KG,3087,Cleared
MDM004956,2025-11-12,SCH0152,Kumar & Co.,Dal,19.8,KG,1782,Paid
MDM004583,2026-03-13,SCH0326,Singh Agro,Dal,40.3,KG,3627,Paid
MDM011187,2025-05-26,SCH0092,Kumar General Store,Rice,,,1000,Cleared
MDM011829,2025-11-03,SCH0219,Goyal Mill,Dal,45.0,KG,4050,Due
MDM006909,2025-11-05,SCH0053,Goyal Rice Mill,Mustard Oil,,,1824,Due
MDM011960,2025-08-14,SCH0013,Goyal Mill,Wheat,39200.0,G,1176,Paid
MDM009714,2025-10-07,SCH0266,Kumar & Co.,Wheat,0.866,BORI,1299,Pending
MDM001153,2025-08-14,SCH0141,Goyal Enterprises,Wheat,54.5,KG,1635,Pending
MDM001213,2025-09-10,SCH0025,Singh Agro,Cooking Oil,,,2196,Pending
MDM004504,2026-03-26,SCH0032,Goyal Mill,Rice,20200.0,G,808,Paid
MDM010143,2026-01-27,SCH0059,Singh Brothers,Wheat,0.9179999999999999,BAG,1377,Pending
MDM011990,2025-08-12,SCH0099,Kumar General Store,Wheat,,,,
MDM009011,2026-01-12,SCH0296,Kumar & Co.,Dal,16.7,KG,1503,Paid
MDM005428,2026-03-09,SCH0531,Sharma Traders,Mustard Oil,,,3120,Paid
MDM007385,2025-10-08,SCH0351,Goyal Mill,Wheat,37.2,KG,1116,Paid
MDM007238,2025-06-20,SCH0330,Kumar & Co.,Rice,0.272,BAG,544,Paid
MDM000666,2026-02-02,SCH0234,Singh Agro,Rice,14700.0,G,,Due
MDM011130,2026-02-04,SCH0364,Singh Agro,Wheat,49.7,KG,,Pending
MDM000643,2025-10-30,SCH0148,Kumar General Store,Wheat,0.722,BAG_50KG,1083,Due
MDM003768,2025-12-21,SCH0162,Kumar Supplies,Dal,21200.0,G,1908,
MDM004273,2025-05-26,SCH0301,Kumar General Store,Mustard Oil,,,6156,Cleared
MDM011586,2025-10-20,SCH0597,Goyal Rice Mill,Wheat,,,1215,Paid
MDM000787,2025-11-12,SCH0193,Kumar Supplies,Dal,,,2286,Paid
MDM002858,2025-05-03,SCH0515,Singh Agro,Dal,51.3,KG,4617,Due
MDM003203,2025-10-27,SCH0346,Goyal Enterprises,Dal,,,3105,Pending
MDM007377,2025-06-23,SCH0273,Goyal Rice Mill,Dal,,,2034,Pending
MDM004188,2025-12-21,SCH0226,Sharma & Sons,Rice,59.5,KG,2380,
MDM010912,2026-03-10,SCH0266,Kumar & Co.,Wheat,,,1599,Pending
MDM011411,2025-12-01,SCH0451,S. Agro Works,Dal,10500.0,G,945,Paid
MDM004825,2025-12-11,SCH0126,Singh Agro,Mustard Oil,24.4,KG,2928,Paid
MDM002906,2025-11-12,SCH0389,Singh Agro,Dal,,,2322,Pending
MDM004627,2025-12-18,SCH0006,S. Agro Works,Rice,,,1008,Pending
MDM010861,2025-11-05,SCH0079,Sharma Traders,Wheat,24100.0,G,723,Paid
MDM000997,2025-05-11,SCH0294,Singh Agro,Rice,26400.0,G,1056,Pending
MDM006464,2025-10-08,SCH0287,Singh Brothers,Dal,,,2232,Paid
MDM010156,2025-11-18,SCH0048,Kumar Supplies,Cooking Oil,,,1488,Paid
MDM006888,2025-08-09,SCH0023,Goyal Enterprises,Rice,,,1096,Paid
MDM005524,2025-09-19,SCH0264,Kumar General Store,Wheat,55100.0,G,1653,
MDM009301,2026-01-20,SCH0008,Goyal Rice Mill,Mustard Oil,,,4920,Paid
MDM000157,2025-08-06,SCH0201,Kumar General Store,Dal,0.9079999999999999,BAG_50KG,4086,Cleared
MDM008070,2025-07-25,SCH0198,Sharma Traders Pvt Ltd,Dal,0.948,BAG,4266,Due
MDM003086,2026-03-24,SCH0027,Kumar General Store,Dal,0.448,BAG,2016,Due
MDM008613,2025-06-06,SCH0033,Sharma & Sons,Dal,,,5247,Due
MDM001553,2025-10-13,SCH0201,Singh Agro,Rice,,,2108,Due
MDM007766,2025-12-27,SCH0413,Goyal Rice Mill,Rice,13900.0,G,556,Due
MDM006370,2025-11-02,SCH0383,S. Agro Works,Dal,24800.0,G,2232,Paid
MDM007838,2026-03-07,SCH0060,Kumar & Co.,Wheat,,,669,
MDM003796,2025-10-01,SCH0269,Sharma Traders,Rice,49.0,KG,1960,Cleared
MDM000496,2026-03-27,SCH0339,Kumar General Store,Dal,,,4356,Cleared
MDM002322,2025-08-25,SCH0199,Singh Brothers,oil,15.5,KG,1860,
MDM006533,2025-06-06,SCH0141,S. Agro Works,Dal,35300.0,G,3177,Paid
MDM010387,2025-11-26,SCH0125,Kumar & Co.,Rice,,,1984,Due
MDM000152,2025-04-02,SCH0434,Singh Brothers,Wheat,0.574,BORI,861,Paid
MDM010531,2025-09-29,SCH0506,Sharma Traders,Rice,,,508,Paid
MDM009392,2026-01-25,SCH0435,Singh Agro,Rice,10.9,KG,436,Due
MDM009878,2025-08-05,SCH0072,Sharma & Sons,Rice,20.0,KG,800,Paid
MDM008453,2025-04-06,SCH0057,Sharma & Sons,Dal,,,4905,Paid
MDM001739,2026-01-10,SCH0467,Sharma Traders,Rice,,,1176,Paid
MDM003002,2026-02-06,SCH0257,Singh Brothers,oil,,,4164,Pending
MDM011997,2025-09-25,SCH0355,Sharma Traders,Cooking Oil,34900.0,G,4188,Pending
MDM007624,2025-10-30,SCH0435,Sharma Traders Pvt Ltd,Dal,53.8,KG,4842,
MDM010916,2025-08-18,SCH0249,S. Agro Works,Rice,30.4,KG,1216,Paid
MDM011318,2026-01-28,SCH0120,Goyal Enterprises,Wheat,47.9,KG,1437,
MDM010839,2026-03-09,SCH0231,Goyal Mill,Rice,57700.0,G,2308,Due
MDM002884,2026-01-01,SCH0544,Goyal Mill,oil,,,1788,Cleared
MDM003721,2026-01-03,SCH0342,S. Agro Works,Wheat,,,1431,Pending
MDM010881,2026-01-06,SCH0307,Sharma Traders Pvt Ltd,Dal,,,4383,
MDM010538,2025-08-11,SCH0227,Sharma Traders Pvt Ltd,Dal,38400.0,G,3456,Pending
MDM005894,2025-08-09,SCH0437,Goyal Rice Mill,Wheat,12500.0,G,375,Cleared
MDM005472,2025-10-22,SCH0169,S. Agro Works,Rice,25.9,KG,1036,Pending
MDM006063,2025-08-15,SCH0328,Sharma Traders,Rice,0.76,SACK,,Cleared
MDM007796,2026-03-16,SCH0434,Goyal Enterprises,Wheat,49.8,KG,1494,Paid
MDM002277,2025-06-22,SCH0001,S. Agro Works,Wheat,,,1002,Paid
MDM004824,2025-09-03,SCH0411,S. Agro Works,Mustard Oil,0.596,BAG_50KG,3576,Pending
MDM004705,2025-11-09,SCH0353,Sharma Traders,Wheat,57900.0,G,1737,Pending
MDM004462,2025-10-14,SCH0269,S. Agro Works,Wheat,,,420,Paid
MDM000344,2025-08-31,SCH0314,Kumar & Co.,Rice,,,2116,Pending
MDM006408,2025-10-29,SCH0015,Kumar General Store,Rice,37400.0,G,1496,
MDM004137,2026-01-06,SCH0170,Goyal Rice Mill,Dal,0.63,BORI,2835,Paid
MDM008918,2025-08-14,SCH0328,Sharma & Sons,Wheat,0.238,BORI,357,Paid
MDM006453,2025-08-15,SCH0178,Sharma & Sons,Wheat,46.4,KG,1392,Cleared
MDM009543,2025-09-03,SCH0479,Singh Brothers,Dal,,,3609,Due
MDM002224,2025-12-15,SCH0385,Kumar & Co.,Rice,0.636,BAG,1272,Pending
MDM004197,2026-01-06,SCH0417,Sharma Traders,Rice,24400.0,G,976,
MDM008053,2026-03-30,SCH0343,Kumar Supplies,Rice,,,1736,Pending
MDM006562,2025-11-11,SCH0101,Kumar Supplies,Dal,,,4401,Paid
MDM010736,2025-07-05,SCH0230,Singh Brothers,Rice,0.3720000000000001,SACK,744,Pending
MDM005082,2025-08-04,SCH0352,S. Agro Works,Rice,0.7040000000000001,BAG_50KG,1408,Pending
MDM010643,2025-11-22,SCH0497,Kumar & Co.,oil,28.5,KG,3420,
MDM007979,2025-06-24,SCH0295,S. Agro Works,Rice,38000.0,G,1520,Due
MDM011287,2025-12-13,SCH0146,Sharma & Sons,Wheat,39800.0,G,1194,Cleared
MDM004735,2025-04-16,SCH0100,Kumar Supplies,Rice,22100.0,G,884,Pending
MDM006913,2026-02-22,SCH0472,Kumar Supplies,Rice,40.6,KG,1624,Paid
MDM001466,2026-03-10,SCH0150,S. Agro Works,Mustard Oil,37100.0,G,4452,
MDM004594,2025-06-29,SCH0048,Goyal Enterprises,Mustard Oil,49300.0,G,5916,Due
MDM002235,2025-04-06,SCH0341,Goyal Rice Mill,Atta,49.1,KG,1473,Paid
MDM008950,2025-09-18,SCH0265,Kumar & Co.,Rice,10.8,KG,432,Pending
MDM003904,2026-03-20,SCH0340,Kumar General Store,Dal,39.0,KG,3510,Pending
MDM000284,2025-06-21,SCH0517,Singh Agro,Rice,32.9,KG,1316,
MDM011832,2025-04-11,SCH0053,Singh Agro,Dal,29900.0,G,,Pending
MDM006221,2025-04-24,SCH0475,Kumar Supplies,Wheat,,,834,Paid
MDM010594,2026-02-05,SCH0403,Singh Agro,oil,,,4752,Due
MDM008494,2025-08-21,SCH0375,Singh Agro,Mustard Oil,,,6528,
MDM008750,2026-02-24,SCH0050,Kumar Supplies,Cooking Oil,57300.0,G,6876,Pending
MDM004152,2025-04-13,SCH0536,Kumar Supplies,Mustard Oil,14.1,KG,,Cleared
MDM007404,2025-08-03,SCH0189,Singh Brothers,Wheat,,,1149,Paid
MDM008631,2025-08-10,SCH0158,Sharma Traders,Wheat,0.402,BORI,603,Pending
MDM002122,2025-09-23,SCH0317,Goyal Enterprises,Mustard Oil,,,4596,
MDM011284,2026-02-23,SCH0160,Sharma Traders,Dal,0.948,BAG,4266,Due
MDM005013,2026-02-14,SCH0003,Singh Agro,Cooking Oil,14.5,KG,1740,Paid
MDM010777,2026-03-04,SCH0004,Sharma & Sons,Rice,,,2044,Due
MDM006358,2025-06-13,SCH0209,Goyal Enterprises,Mustard Oil,45700.0,G,5484,Pending
MDM003162,2026-03-02,SCH0156,S. Agro Works,Wheat,40.8,KG,1224,Cleared
MDM002631,2026-02-14,SCH0087,Singh Brothers,Rice,49.3,KG,1972,Pending
MDM009682,2025-07-12,SCH0304,Singh Brothers,Dal,0.82,BORI,3690,Due
MDM010516,2025-04-10,SCH0420,Goyal Mill,Dal,16300.0,G,1467,Pending
MDM008263,2026-02-16,SCH0325,Sharma Traders Pvt Ltd,Wheat,11.8,KG,354,Cleared
MDM011082,2025-09-24,SCH0513,Kumar General Store,Dal,,,4392,Paid
MDM001204,2025-08-26,SCH0356,Goyal Rice Mill,Wheat,,,1569,Pending
MDM008386,2026-01-28,SCH0569,Kumar Supplies,Wheat,14.1,KG,423,Cleared
MDM000617,2025-12-08,SCH0261,Singh Agro,Rice,0.606,BAG,1212,
MDM001927,2025-04-14,SCH0202,Sharma Traders Pvt Ltd,Atta,48.3,KG,1449,Pending
MDM003115,2025-10-10,SCH0100,Goyal Rice Mill,Dal,35.0,KG,,
MDM002642,2025-09-09,SCH0327,Kumar & Co.,Rice,0.778,BORI,1556,Paid
MDM011075,2025-05-16,SCH0103,Kumar Supplies,Mustard Oil,0.222,BAG_50KG,1332,Pending
MDM002563,2025-12-24,SCH0436,Singh Brothers,Atta,0.7240000000000001,BORI,1086,Cleared
MDM007718,2025-12-30,SCH0570,Sharma Traders Pvt Ltd,Dal,1.014,BORI,4563,
MDM002729,2025-07-04,SCH0217,Kumar General Store,Atta,,,1383,Paid
MDM007360,2025-04-12,SCH0357,Singh Agro,Cooking Oil,42.2,KG,5064,Pending
MDM009804,2026-02-05,SCH0139,Sharma & Sons,Rice,27700.0,G,1108,Due
MDM002127,2026-02-23,SCH0369,Kumar Supplies,oil,11.3,KG,1356,Paid
MDM006576,2025-12-11,SCH0260,S. Agro Works,Dal,,,3456,Due
MDM010180,2025-10-27,SCH0479,Sharma Traders Pvt Ltd,oil,,,1272,Pending
MDM007088,2025-11-19,SCH0574,Kumar & Co.,oil,27.9,KG,3348,Due
MDM007589,2025-06-09,SCH0519,Kumar Supplies,Cooking Oil,,,5280,Cleared
MDM000806,2025-11-30,SCH0047,S. Agro Works,Mustard Oil,47500.0,G,5700,Pending
MDM004695,2025-12-16,SCH0577,Goyal Enterprises,Mustard Oil,40.9,KG,4908,Paid
MDM007501,2025-06-06,SCH0175,Sharma Traders,Mustard Oil,,,,Pending
MDM006422,2025-05-26,SCH0110,Goyal Mill,Rice,58.5,KG,2340,
MDM003141,2025-06-24,SCH0456,Sharma Traders,oil,,,4212,Paid
MDM004281,2025-07-11,SCH0237,S. Agro Works,Dal,39.4,KG,3546,
MDM005339,2025-05-11,SCH0252,Sharma Traders,oil,14500.0,G,1740,
MDM010821,2025-06-10,SCH0059,Sharma Traders,oil,,,4344,Pending
MDM000567,2025-11-18,SCH0523,Singh Agro,Atta,,,930,Paid
MDM007339,2026-01-03,SCH0550,Sharma & Sons,Dal,,,5400,Due
MDM000548,2025-05-18,SCH0193,Singh Brothers,Atta,1.014,SACK,1521,
MDM000027,2025-05-06,SCH0468,Singh Brothers,Rice,28600.0,G,1144,Paid
MDM007593,2025-07-20,SCH0150,Sharma Traders Pvt Ltd,Dal,,,3231,Cleared
MDM003919,2026-02-25,SCH0221,Kumar Supplies,Wheat,38.0,KG,1140,Cleared
MDM004487,2026-01-26,SCH0198,Kumar Supplies,Cooking Oil,48.5,KG,5820,Cleared
MDM006897,2026-01-05,SCH0103,Singh Agro,Rice,0.51,BAG,1020,Pending
MDM005399,2025-05-01,SCH0260,Sharma & Sons,Rice,10.5,KG,420,Pending
MDM008544,2025-07-22,SCH0016,Sharma Traders Pvt Ltd,Rice,18.3,KG,732,Paid
MDM011309,2025-04-11,SCH0226,S. Agro Works,Mustard Oil,,,1464,Paid
MDM001222,2025-10-17,SCH0338,Goyal Enterprises,Mustard Oil,44.1,KG,5292,Paid
MDM007656,2025-05-25,SCH0448,Sharma Traders Pvt Ltd,Dal,36400.0,G,3276,Due
MDM002549,2025-04-13,SCH0318,Singh Agro,Mustard Oil,47.2,KG,5664,Paid
MDM011700,2025-10-09,SCH0495,S. Agro Works,Mustard Oil,34.9,KG,4188,Due
MDM000438,2025-10-25,SCH0562,Sharma & Sons,Mustard Oil,0.27,BAG,1620,Paid
MDM006701,2025-04-12,SCH0114,Kumar General Store,Cooking Oil,,,4260,Due
MDM011418,2025-07-28,SCH0148,Goyal Rice Mill,Wheat,,,1134,Due
MDM007476,2025-08-12,SCH0478,Kumar General Store,Wheat,59.7,KG,1791,Paid
MDM001862,2025-10-08,SCH0465,Kumar Supplies,Mustard Oil,,,4476,Due
MDM002700,2026-02-06,SCH0102,Goyal Mill,Mustard Oil,,,4776,
MDM008629,2025-12-03,SCH0470,Sharma Traders Pvt Ltd,Dal,38.7,KG,3483,Pending
MDM007112,2025-09-02,SCH0318,Sharma Traders Pvt Ltd,Rice,16.0,KG,640,Paid
MDM002482,2025-09-10,SCH0246,Sharma Traders Pvt Ltd,Dal,52.0,KG,4680,Due
MDM006113,2025-12-29,SCH0241,Singh Agro,Rice,23800.0,G,952,Pending
MDM010416,2025-09-29,SCH0243,Kumar & Co.,Atta,59900.0,G,1797,
MDM002707,2026-01-18,SCH0227,Kumar General Store,Wheat,0.634,BAG,951,Due
MDM008325,2025-11-24,SCH0079,S. Agro Works,oil,0.718,BAG,4308,
MDM000327,2025-05-28,SCH0491,Goyal Enterprises,Rice,43000.0,G,,Pending
MDM005136,2025-12-09,SCH0434,Goyal Mill,Rice,,,600,Paid
MDM005326,2025-11-02,SCH0545,S. Agro Works,Rice,1.062,BAG,,Pending
MDM002500,2025-10-12,SCH0531,S. Agro Works,Cooking Oil,0.504,SACK,3024,Cleared
MDM001005,2025-08-22,SCH0135,Singh Brothers,Cooking Oil,0.75,SACK,4500,Paid
MDM011756,2025-07-22,SCH0451,Sharma Traders Pvt Ltd,Rice,1.1,BAG_50KG,2200,Cleared
MDM006898,2026-03-24,SCH0222,Singh Agro,Rice,12800.0,G,512,Due
MDM004012,2025-11-27,SCH0551,Sharma & Sons,Rice,,,1464,Cleared
MDM011193,2026-03-08,SCH0442,S. Agro Works,Rice,,,1748,Cleared
MDM000535,2025-11-08,SCH0206,Kumar & Co.,Dal,,,3924,Paid
MDM008086,2026-01-24,SCH0193,Singh Brothers,Atta,43100.0,G,,Paid
MDM003961,2025-05-07,SCH0096,Goyal Mill,Wheat,0.386,SACK,579,Paid
MDM000586,2025-07-19,SCH0362,Sharma Traders Pvt Ltd,Mustard Oil,,,3084,Paid
MDM011921,2025-10-03,SCH0495,Goyal Enterprises,Rice,32.4,KG,1296,Paid
MDM008601,2025-09-06,SCH0580,S. Agro Works,oil,0.9179999999999999,BAG,5508,Paid
MDM010721,2026-02-15,SCH0046,S. Agro Works,Rice,0.706,BORI,,Cleared
MDM008635,2025-09-06,SCH0157,Kumar & Co.,Wheat,54800.0,G,1644,
MDM008363,2025-06-04,SCH0210,Sharma Traders,oil,50800.0,G,6096,Paid
MDM000492,2026-01-01,SCH0146,Sharma Traders Pvt Ltd,Rice,,,1660,Paid
MDM005860,2026-01-18,SCH0474,Singh Agro,Rice,0.462,BORI,,Paid
MDM011706,2025-05-05,SCH0156,Kumar General Store,Dal,16.8,KG,1512,Paid
MDM006052,2025-10-22,SCH0024,S. Agro Works,Rice,33100.0,G,1324,Paid
MDM009697,2025-06-07,SCH0466,Goyal Enterprises,Rice,43200.0,G,,
MDM003549,2025-05-03,SCH0197,Sharma Traders,Wheat,0.634,BORI,951,Pending
MDM011322,2025-04-26,SCH0261,Goyal Mill,Dal,19.1,KG,1719,Pending
MDM001917,2025-09-05,SCH0256,Kumar & Co.,Rice,23400.0,G,936,Pending
MDM003186,2026-02-16,SCH0406,Sharma & Sons,Mustard Oil,,,6204,Paid
MDM001911,2025-04-27,SCH0526,Singh Brothers,Rice,18000.0,G,,Due
MDM008181,2025-11-12,SCH0502,Singh Brothers,Mustard Oil,34.1,KG,4092,Pending
MDM006496,2025-06-19,SCH0596,Singh Agro,Dal,26.4,KG,2376,Paid
MDM001134,2026-01-27,SCH0408,Sharma & Sons,Mustard Oil,,,1968,Paid
MDM007900,2026-03-08,SCH0558,Kumar & Co.,Dal,35.5,KG,3195,Cleared
MDM009352,2026-03-21,SCH0542,Goyal Enterprises,Dal,,,2412,
MDM002519,2025-05-13,SCH0317,Singh Agro,Atta,,,1704,Paid
MDM008888,2025-10-10,SCH0479,Singh Brothers,Wheat,58100.0,G,1743,Due
MDM001318,2025-09-28,SCH0550,Sharma Traders Pvt Ltd,Dal,35.2,KG,3168,Pending
MDM004369,2025-05-03,SCH0448,Goyal Rice Mill,Rice,27.7,KG,1108,Cleared
MDM000122,2025-05-26,SCH0349,Kumar & Co.,Wheat,0.866,BAG_50KG,1299,Pending
MDM009464,2026-03-15,SCH0360,Singh Brothers,Wheat,1.104,BAG_50KG,1656,
MDM002450,2026-03-31,SCH0375,Sharma Traders,Atta,,,831,Due
MDM006183,2026-02-01,SCH0588,Kumar General Store,Rice,,,592,Due
MDM005663,2026-01-28,SCH0029,Goyal Rice Mill,Rice,51.8,KG,2072,Cleared
MDM006755,2025-09-02,SCH0451,Singh Agro,Wheat,0.7959999999999999,BAG,1194,Paid
MDM002602,2026-01-01,SCH0138,Kumar Supplies,Wheat,30600.0,G,918,Cleared
MDM001523,2025-06-03,SCH0190,Sharma Traders Pvt Ltd,Cooking Oil,55600.0,G,6672,Paid
MDM003485,2025-05-04,SCH0533,Sharma Traders,Cooking Oil,46500.0,G,5580,Pending
MDM002174,2025-07-25,SCH0354,Kumar & Co.,Dal,20100.0,G,1809,Paid
MDM003284,2025-09-10,SCH0149,Sharma Traders,Cooking Oil,0.698,BAG_50KG,4188,Due
MDM004555,2025-05-22,SCH0518,S. Agro Works,Wheat,0.422,BORI,633,Paid
MDM003606,2025-11-19,SCH0121,Sharma Traders,Rice,,,1252,Pending
MDM011939,2025-04-13,SCH0077,Sharma & Sons,Cooking Oil,,,,Pending
MDM009250,2025-12-19,SCH0088,Sharma Traders Pvt Ltd,Wheat,,,1311,Paid
MDM005932,2026-02-18,SCH0310,Sharma Traders,Rice,,,,Pending
MDM011202,2025-06-11,SCH0001,Goyal Enterprises,Dal,0.318,BORI,1431,Pending
MDM003769,2026-01-11,SCH0092,Sharma Traders Pvt Ltd,Wheat,17900.0,G,537,Due
MDM007455,2025-06-29,SCH0411,Singh Agro,Wheat,0.9840000000000001,BAG,1476,Paid
MDM011553,2025-04-20,SCH0404,Singh Agro,Wheat,45500.0,G,1365,Paid
MDM004039,2025-07-31,SCH0012,Kumar General Store,Cooking Oil,55.2,KG,6624,Pending
MDM003503,2026-01-01,SCH0318,Singh Brothers,Wheat,54900.0,G,1647,Paid
MDM001408,2025-05-23,SCH0048,Singh Brothers,Wheat,24200.0,G,726,Paid
MDM004632,2025-12-09,SCH0087,Singh Agro,Rice,10.8,KG,432,Pending
MDM006344,2025-06-30,SCH0175,Goyal Rice Mill,Dal,31.9,KG,2871,Pending
MDM007062,2025-07-10,SCH0512,Goyal Rice Mill,Mustard Oil,24200.0,G,2904,Paid
MDM004936,2025-09-16,SCH0363,S. Agro Works,Wheat,,,1113,Cleared
MDM010800,2025-07-15,SCH0431,Goyal Enterprises,Rice,,,,Due
MDM008293,2025-11-05,SCH0052,Kumar Supplies,oil,0.672,BORI,4032,Due
MDM002580,2025-05-02,SCH0544,Kumar & Co.,Wheat,0.224,SACK,,Pending
MDM005872,2025-09-26,SCH0590,Singh Agro,Dal,29.8,KG,2682,Pending
MDM003270,2025-08-12,SCH0466,Singh Brothers,Dal,30300.0,G,2727,Due
MDM011808,2026-01-13,SCH0431,Goyal Rice Mill,oil,37.3,KG,4476,Due
MDM001868,2025-11-19,SCH0025,Singh Brothers,Mustard Oil,,,2772,Pending
MDM005551,2026-01-01,SCH0580,Singh Brothers,Rice,0.268,BAG,536,Pending
MDM006323,2025-10-21,SCH0531,Goyal Mill,Wheat,12800.0,G,384,Pending
MDM002522,2025-07-17,SCH0275,Singh Brothers,Wheat,0.578,BORI,867,Cleared
MDM006809,2025-04-28,SCH0187,Goyal Mill,Rice,0.542,BORI,1084,Pending
MDM001821,2025-06-29,SCH0552,Kumar & Co.,Dal,,,1530,Paid
MDM006844,2025-10-05,SCH0251,S. Agro Works,Rice,,,1112,
MDM000052,2025-10-11,SCH0126,Goyal Mill,Rice,,,1116,
MDM003889,2025-05-06,SCH0370,Kumar Supplies,Dal,1.12,SACK,5040,
MDM005188,2025-12-29,SCH0373,Kumar Supplies,Dal,11.4,KG,1026,Pending
MDM008292,2026-02-24,SCH0081,Sharma & Sons,Rice,36.4,KG,1456,
MDM003578,2025-10-22,SCH0099,Kumar Supplies,Rice,0.47,BAG,940,Paid
MDM004566,2025-10-11,SCH0090,Goyal Enterprises,Cooking Oil,0.7879999999999999,BAG_50KG,4728,Pending
MDM010726,2025-07-11,SCH0114,Sharma Traders,Wheat,,,1710,Paid
MDM010171,2025-10-19,SCH0094,Singh Brothers,Rice,,,1728,Cleared
MDM006527,2025-10-23,SCH0161,Singh Agro,Dal,0.804,BORI,3618,Pending
MDM001859,2025-09-07,SCH0258,Sharma Traders,Wheat,41.7,KG,1251,Paid
MDM007748,2025-08-24,SCH0532,Kumar & Co.,Wheat,,,1140,Paid
MDM011780,2025-11-29,SCH0369,Sharma Traders,Rice,0.902,BORI,1804,Due
MDM004962,2025-04-01,SCH0138,S. Agro Works,Dal,18300.0,G,,
MDM007676,2025-12-09,SCH0300,Kumar & Co.,Rice,44.3,KG,,
MDM007550,2025-08-03,SCH0433,Kumar General Store,Mustard Oil,,,6516,
MDM008881,2025-12-12,SCH0334,Goyal Rice Mill,oil,55.5,KG,6660,
MDM005199,2026-02-08,SCH0119,Kumar General Store,Cooking Oil,41.4,KG,4968,
MDM007511,2025-12-11,SCH0188,Kumar & Co.,Dal,0.338,BAG,1521,Paid
MDM000426,2026-01-12,SCH0498,Goyal Mill,Dal,1.174,BORI,5283,
MDM004285,2025-05-19,SCH0122,Singh Brothers,Mustard Oil,,,1440,
MDM010880,2026-03-05,SCH0481,Singh Brothers,Wheat,,,840,Cleared
MDM011432,2026-01-07,SCH0313,Kumar & Co.,oil,,,6576,Paid
MDM000229,2025-08-26,SCH0016,S. Agro Works,Dal,24.8,KG,2232,Paid
MDM007954,2026-02-20,SCH0549,Singh Agro,Rice,0.246,BAG,492,Paid
MDM002742,2025-04-05,SCH0556,Singh Brothers,Dal,,,2538,Cleared
MDM005138,2026-01-31,SCH0283,Sharma Traders,oil,24200.0,G,2904,Cleared
MDM010807,2025-09-02,SCH0572,Singh Brothers,Dal,,,4095,Paid
MDM006316,2025-06-20,SCH0227,Kumar General Store,Dal,46000.0,G,4140,Cleared
MDM007489,2026-03-19,SCH0587,Goyal Mill,Dal,45.3,KG,4077,
MDM002922,2026-02-07,SCH0577,S. Agro Works,Wheat,49.6,KG,1488,Paid
MDM005719,2026-03-01,SCH0354,Goyal Rice Mill,Rice,27.1,KG,1084,Pending
MDM008432,2025-08-29,SCH0191,Goyal Rice Mill,Rice,,,1400,Paid
MDM005584,2025-05-07,SCH0331,Singh Agro,oil,47.4,KG,5688,Pending
MDM010413,2025-07-07,SCH0118,Singh Agro,Rice,16.0,KG,640,Cleared
MDM003654,2025-05-21,SCH0005,Goyal Mill,Mustard Oil,56700.0,G,,Paid
MDM006998,2025-10-03,SCH0197,S. Agro Works,Wheat,1.16,BAG_50KG,1740,Cleared
MDM006278,2025-05-31,SCH0047,S. Agro Works,Rice,0.9,BAG,1800,Pending
MDM001129,2026-01-19,SCH0031,S. Agro Works,Dal,26.8,KG,2412,Due
MDM007781,2025-07-01,SCH0387,Goyal Enterprises,Mustard Oil,0.468,BAG,2808,Paid
MDM002332,2025-11-06,SCH0379,Goyal Mill,Mustard Oil,11.0,KG,1320,Due
MDM002209,2026-03-31,SCH0385,Goyal Enterprises,Dal,35100.0,G,3159,
MDM007696,2026-03-19,SCH0122,S. Agro Works,Dal,18.5,KG,1665,Pending
MDM010992,2025-05-31,SCH0095,Goyal Mill,Rice,0.492,BAG,984,
MDM006443,2025-04-14,SCH0268,Sharma & Sons,Rice,0.36,BAG,,Pending
MDM003154,2026-02-12,SCH0182,Goyal Mill,Atta,55400.0,G,1662,Cleared
MDM008284,2025-09-24,SCH0544,S. Agro Works,Rice,0.9440000000000001,BAG,1888,Pending
MDM009683,2025-08-22,SCH0139,Goyal Rice Mill,Mustard Oil,26600.0,G,3192,Paid
MDM011871,2026-03-18,SCH0352,Sharma & Sons,Dal,,,1989,Cleared
