record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,attendance_rate,impossible_attendance_flag,proxy_attendance_flag,record_id_missing_flag
ATT0011807,2026-03-30,SCH0070,6,294,250,Present,Unknown,85.03401360544217,False,False,False
ATT0011344,2025-06-21,SCH0213,3,68,41,Present,Clerk,60.29411764705882,False,False,False
ATT0014064,2026-02-26,SCH0548,8,71,62,Present,Admin,87.32394366197182,False,False,False
ATT0000533,2025-04-10,SCH0300,4,131,127,Present,Headmaster,96.94656488549617,False,False,False
ATT0002418,2025-04-25,SCH0556,10,190,130,Present,Admin,68.42105263157895,False,False,False
ATT0015465,2026-01-08,SCH0140,2,115,71,Present,Unknown,61.73913043478261,False,False,False
ATT0004677,2026-03-22,SCH0326,2,259,259,Present,Class Teacher,100.0,False,True,False
ATT0002922,2025-11-29,SCH0474,9,195,195,Present,Admin,100.0,False,False,False
ATT0014864,2025-06-14,SCH0314,1,125,100,Issue,Clerk,80.0,False,False,False
ATT0002250,2025-11-04,SCH0129,9,214,161,Present,Clerk,75.23364485981308,False,False,False
ATT0005480,2026-02-25,SCH0558,3,171,147,Present,Clerk,85.96491228070175,False,False,False
ATT0010328,2025-07-21,SCH0175,5,216,161,Present,Unknown,74.53703703703704,False,False,False
ATT0008953,2025-10-27,SCH0584,1,238,184,Present,Headmaster,77.31092436974791,False,False,False
ATT0019694,2025-06-23,SCH0451,4,87,69,Absent,Unknown,79.3103448275862,False,False,False
ATT0001719,2026-01-23,SCH0103,7,67,50,Absent,Admin,74.6268656716418,False,False,False
ATT0011501,2025-11-20,SCH0118,7,234,189,Present,Class Teacher,80.76923076923077,False,False,False
ATT0002460,2026-02-04,SCH0430,8,186,119,Present,Headmaster,63.97849462365591,False,False,False
ATT0006794,2025-09-16,SCH0241,9,133,98,Present,Headmaster,73.68421052631578,False,False,False
ATT0008622,2026-02-26,SCH0100,6,243,222,Absent,Clerk,91.35802469135803,False,False,False
ATT0014159,2025-09-10,SCH0192,1,254,167,Present,Admin,65.74803149606299,False,False,False
ATT0018185,2025-08-12,SCH0458,3,298,260,Unknown,Class Teacher,87.24832214765101,False,False,False
ATT0011352,2025-10-30,SCH0280,6,98,72,Present,Class Teacher,73.46938775510205,False,False,False
ATT0003339,2025-09-09,SCH0270,2,68,45,Present,Headmaster,66.17647058823529,False,False,False
ATT0016126,2025-07-06,SCH0218,2,81,65,Present,Headmaster,80.24691358024691,False,False,False
ATT0018877,2025-01-09,SCH0341,3,275,275,Present,Class Teacher,100.0,False,False,False
ATT0019570,2025-10-31,SCH0416,8,283,198,Present,Headmaster,69.96466431095406,False,False,False
ATT0012933,2026-02-24,SCH0031,5,93,83,Present,Headmaster,89.24731182795699,False,False,False
ATT0006622,2025-04-26,SCH0300,4,223,175,Present,Unknown,78.47533632286996,False,False,False
ATT0015437,2025-12-04,SCH0489,9,66,79,Present,Clerk,,True,False,False
ATT0015221,2026-03-25,SCH0324,5,53,44,Present,Headmaster,83.01886792452831,False,False,False
ATT0007471,2025-04-30,SCH0051,4,67,57,Present,Unknown,85.07462686567165,False,False,False
ATT0003692,2025-10-16,SCH0414,8,153,100,Present,Headmaster,65.359477124183,False,False,False
ATT0005768,2025-10-17,SCH0255,3,148,114,Absent,Admin,77.02702702702703,False,False,False
ATT0004396,2025-12-08,SCH0444,5,157,167,Present,Headmaster,,True,False,False
ATT0006206,2026-03-19,SCH0163,2,46,40,Present,Admin,86.95652173913044,False,False,False
ATT0002904,2025-11-18,SCH0294,5,67,43,Present,Unknown,64.17910447761194,False,False,False
ATT0001840,2025-10-17,SCH0524,5,129,125,Present,Unknown,96.89922480620154,False,False,False
,2026-03-18,SCH0409,9,95,88,Present,Headmaster,92.63157894736842,False,False,True
ATT0011433,2025-09-26,SCH0090,1,218,200,Present,Class Teacher,91.74311926605505,False,False,False
ATT0006759,2025-09-20,SCH0451,1,234,145,Present,Clerk,61.965811965811966,False,False,False
ATT0017195,2025-12-15,SCH0358,1,113,107,Present,Class Teacher,94.69026548672566,False,False,False
ATT0019918,2025-12-07,SCH0112,8,94,111,Present,Clerk,,True,False,False
ATT0009565,2025-06-29,SCH0380,1,234,234,Present,Clerk,100.0,False,True,False
ATT0000621,2026-01-23,SCH0501,2,299,258,Present,Unknown,86.2876254180602,False,False,False
ATT0001657,2026-03-02,SCH0455,8,40,31,Present,Admin,77.5,False,False,False
ATT0002629,2025-11-04,SCH0546,7,241,165,Present,Clerk,68.46473029045643,False,False,False
ATT0017470,2026-04-02,SCH0489,5,223,214,Present,Class Teacher,95.96412556053812,False,False,False
ATT0018398,2025-10-29,SCH0551,2,252,246,Absent,Class Teacher,97.61904761904762,False,False,False
ATT0011839,2025-10-27,SCH0222,5,103,75,Present,Admin,72.81553398058253,False,False,False
ATT0002000,2025-12-14,SCH0167,7,138,116,Present,Class Teacher,84.05797101449275,False,False,False
ATT0008779,2026-03-29,SCH0085,4,157,157,Present,Headmaster,100.0,False,True,False
ATT0003882,2025-03-06,SCH0414,10,188,152,Present,Unknown,80.85106382978722,False,False,False
ATT0012345,2025-06-27,SCH0373,4,48,34,Unknown,Class Teacher,70.83333333333334,False,False,False
ATT0004216,2026-10-02,SCH0536,4,68,46,Absent,Admin,67.64705882352942,False,False,False
ATT0014868,2025-06-21,SCH0327,4,235,156,Absent,Unknown,66.38297872340425,False,False,False
ATT0013292,2025-07-30,SCH0214,4,156,105,Present,Headmaster,67.3076923076923,False,False,False
ATT0007225,2025-04-25,SCH0536,1,231,251,Present,Class Teacher,,True,False,False
ATT0001724,2025-05-06,SCH0552,4,205,166,Absent,Admin,80.97560975609757,False,False,False
ATT0005748,2025-12-31,SCH0543,6,142,125,Present,Headmaster,88.02816901408451,False,False,False
ATT0006105,2025-05-17,SCH0199,9,297,223,Present,Class Teacher,75.08417508417509,False,False,False
ATT0016287,2025-11-24,SCH0405,4,181,169,Absent,Headmaster,93.37016574585635,False,False,False
ATT0002408,2025-07-24,SCH0017,3,98,78,Absent,Headmaster,79.59183673469387,False,False,False
ATT0008765,2025-05-22,SCH0171,4,171,150,Present,Unknown,87.71929824561403,False,False,False
ATT0003466,2025-04-16,SCH0599,2,139,123,Present,Headmaster,88.48920863309353,False,False,False
ATT0016278,2025-06-06,SCH0561,2,284,257,Present,Headmaster,90.49295774647888,False,False,False
ATT0009484,2025-10-15,SCH0535,4,63,48,Present,Headmaster,76.19047619047619,False,False,False
ATT0019070,2025-11-06,SCH0196,1,125,80,Issue,Admin,64.0,False,False,False
ATT0000444,2025-06-04,SCH0446,1,132,93,Present,Headmaster,70.45454545454545,False,False,False
ATT0012236,2025-06-10,SCH0130,10,261,229,Absent,Class Teacher,87.73946360153256,False,False,False
ATT0000973,2025-05-13,SCH0478,3,229,196,Unknown,Headmaster,85.58951965065502,False,False,False
ATT0000377,2025-08-31,SCH0536,10,165,149,Present,Headmaster,90.30303030303031,False,False,False
ATT0000826,2025-08-16,SCH0404,5,170,146,Present,Headmaster,85.88235294117646,False,False,False
ATT0000705,2025-10-19,SCH0365,2,186,143,Absent,Unknown,76.88172043010752,False,False,False
ATT0015400,2025-10-25,SCH0200,5,116,127,Present,Unknown,,True,False,False
ATT0016618,2025-11-04,SCH0435,3,47,39,Present,Clerk,82.97872340425532,False,False,False
ATT0002656,2025-05-22,SCH0065,2,140,105,Present,Headmaster,75.0,False,False,False
ATT0011317,2026-01-24,SCH0268,3,54,40,Present,Admin,74.07407407407408,False,False,False
ATT0009746,2026-03-12,SCH0412,4,258,208,Present,Class Teacher,80.62015503875969,False,False,False
ATT0019328,2025-09-17,SCH0429,5,295,295,Present,Headmaster,100.0,False,False,False
ATT0003443,2025-08-23,SCH0263,6,98,107,Present,Unknown,,True,False,False
ATT0010846,2025-04-09,SCH0137,9,128,101,Present,Clerk,78.90625,False,False,False
ATT0006821,2026-02-23,SCH0205,1,227,171,Present,Headmaster,75.33039647577093,False,False,False
ATT0010891,2026-01-24,SCH0327,3,183,165,Absent,Class Teacher,90.1639344262295,False,False,False
ATT0009454,2025-10-13,SCH0014,3,141,112,Present,Clerk,79.43262411347519,False,False,False
ATT0015804,2026-01-14,SCH0514,3,135,126,Present,Admin,93.33333333333333,False,False,False
ATT0002338,2025-04-04,SCH0331,10,173,129,Absent,Unknown,74.56647398843931,False,False,False
ATT0017033,2025-04-16,SCH0503,3,264,196,Issue,Headmaster,74.24242424242425,False,False,False
ATT0004873,2025-11-08,SCH0494,7,220,189,Present,Headmaster,85.9090909090909,False,False,False
ATT0003067,2025-09-23,SCH0326,2,280,227,Present,Unknown,81.07142857142857,False,False,False
ATT0011763,2026-03-24,SCH0494,1,111,91,Present,Headmaster,81.98198198198197,False,False,False
ATT0017578,2025-09-05,SCH0474,9,293,195,Present,Headmaster,66.55290102389078,False,False,False
ATT0012506,2025-06-05,SCH0178,5,202,144,Present,Admin,71.28712871287128,False,False,False
ATT0003910,2025-08-31,SCH0076,7,277,243,Present,Admin,87.72563176895306,False,False,False
ATT0012725,2025-10-31,SCH0202,1,268,245,Absent,Headmaster,91.4179104477612,False,False,False
ATT0016814,2026-03-13,SCH0061,1,220,142,Absent,Class Teacher,64.54545454545455,False,False,False
ATT0012407,2025-10-02,SCH0037,9,241,172,Present,Headmaster,71.36929460580913,False,False,False
ATT0000704,2025-12-31,SCH0354,6,184,184,Present,Clerk,100.0,False,False,False
ATT0005173,2025-12-23,SCH0186,5,202,213,Present,Unknown,,True,False,False
ATT0001935,2025-12-08,SCH0575,9,94,72,Present,Headmaster,76.59574468085107,False,False,False
ATT0004695,2026-03-23,SCH0074,7,44,32,Absent,Headmaster,72.72727272727273,False,False,False
ATT0011104,2025-07-22,SCH0383,5,135,123,Absent,Unknown,91.11111111111111,False,False,False
ATT0005527,2025-05-11,SCH0579,3,274,274,Present,Admin,100.0,False,True,False
ATT0011387,2025-05-24,SCH0501,1,62,44,Present,Class Teacher,70.96774193548387,False,False,False
ATT0008032,2025-04-13,SCH0446,4,142,93,Present,Headmaster,65.49295774647888,False,False,False
ATT0002805,2025-09-11,SCH0390,5,45,28,Present,Clerk,62.22222222222222,False,False,False
ATT0008273,2025-12-22,SCH0029,7,101,82,Present,Headmaster,81.1881188118812,False,False,False
ATT0019834,2026-01-27,SCH0492,4,71,50,Present,Headmaster,70.4225352112676,False,False,False
ATT0008654,2026-03-24,SCH0596,8,148,117,Present,Unknown,79.05405405405406,False,False,False
ATT0015083,2025-06-13,SCH0023,5,130,102,Absent,Headmaster,78.46153846153847,False,False,False
ATT0012900,2025-04-11,SCH0078,3,65,49,Absent,Admin,75.38461538461539,False,False,False
ATT0009567,2025-10-01,SCH0297,2,98,86,Present,Headmaster,87.75510204081633,False,False,False
ATT0016206,2025-10-25,SCH0292,1,158,120,Present,Admin,75.9493670886076,False,False,False
ATT0004130,2025-10-31,SCH0381,4,211,167,Present,Admin,79.14691943127961,False,False,False
ATT0001050,2025-11-15,SCH0523,3,181,157,Present,Unknown,86.74033149171271,False,False,False
ATT0008668,2026-01-15,SCH0312,1,205,166,Absent,Clerk,80.97560975609757,False,False,False
ATT0011401,2026-02-14,SCH0195,9,197,150,Present,Headmaster,76.14213197969542,False,False,False
ATT0009819,2025-08-31,SCH0153,5,207,207,Present,Headmaster,100.0,False,True,False
ATT0015644,2025-12-25,SCH0298,8,82,75,Present,Clerk,91.46341463414635,False,False,False
ATT0018304,2025-12-25,SCH0501,1,222,237,Absent,Unknown,,True,False,False
ATT0013358,2026-02-28,SCH0530,10,223,194,Issue,Headmaster,86.99551569506725,False,False,False
ATT0018735,2026-09-01,SCH0551,4,143,90,Present,Admin,62.93706293706294,False,False,False
ATT0004618,2026-03-13,SCH0588,4,86,61,Present,Clerk,70.93023255813954,False,False,False
ATT0010070,2026-02-15,SCH0420,6,292,198,Present,Unknown,67.8082191780822,False,False,False
ATT0000909,2025-09-11,SCH0188,1,140,110,Present,Unknown,78.57142857142857,False,False,False
ATT0014736,2026-02-28,SCH0138,9,264,243,Present,Headmaster,92.04545454545455,False,False,False
ATT0002294,2025-07-19,SCH0055,3,230,207,Issue,Headmaster,90.0,False,False,False
ATT0007274,2026-03-09,SCH0259,3,178,169,Present,Headmaster,94.9438202247191,False,False,False
ATT0005652,2025-11-29,SCH0328,4,105,72,Absent,Admin,68.57142857142857,False,False,False
ATT0000758,2025-12-02,SCH0266,7,126,126,Unknown,Clerk,100.0,False,False,False
ATT0010008,2025-08-24,SCH0074,2,193,213,Present,Clerk,,True,False,False
ATT0004122,2025-09-08,SCH0084,3,216,179,Absent,Admin,82.87037037037037,False,False,False
ATT0013011,2026-02-17,SCH0507,2,84,54,Present,Admin,64.28571428571429,False,False,False
ATT0008304,2025-07-23,SCH0525,6,146,102,Present,Class Teacher,69.86301369863014,False,False,False
ATT0018961,2026-04-03,SCH0164,7,189,138,Present,Headmaster,73.01587301587301,False,False,False
ATT0007230,2025-05-18,SCH0420,2,156,162,Present,Clerk,,True,False,False
ATT0001702,2025-11-20,SCH0007,6,262,277,Present,Headmaster,,True,False,False
ATT0005880,2025-10-11,SCH0279,7,220,197,Present,Unknown,89.54545454545455,False,False,False
ATT0017389,2025-04-02,SCH0189,1,260,223,Present,Admin,85.76923076923076,False,False,False
ATT0019896,2025-05-10,SCH0594,1,94,94,Present,Clerk,100.0,False,False,False
ATT0019724,2026-03-15,SCH0205,6,42,42,Present,Headmaster,100.0,False,True,False
ATT0000979,2026-03-07,SCH0394,6,176,108,Present,Admin,61.36363636363637,False,False,False
ATT0014612,2025-08-13,SCH0050,3,241,249,Present,Admin,,True,False,False
ATT0015487,2025-04-26,SCH0123,5,269,237,Absent,Class Teacher,88.10408921933085,False,False,False
ATT0017856,2025-05-15,SCH0565,4,162,129,Present,Admin,79.62962962962963,False,False,False
ATT0007731,2026-01-26,SCH0290,3,224,211,Present,Headmaster,94.19642857142857,False,False,False
ATT0007571,2025-04-26,SCH0059,1,168,106,Issue,Unknown,63.095238095238095,False,False,False
ATT0006195,2026-02-15,SCH0121,6,289,289,Present,Class Teacher,100.0,False,True,False
ATT0014276,2025-11-10,SCH0423,2,216,164,Present,Unknown,75.92592592592592,False,False,False
ATT0014350,2025-04-04,SCH0234,9,300,293,Present,Headmaster,97.66666666666667,False,False,False
ATT0004961,2025-10-26,SCH0082,4,234,234,Unknown,Headmaster,100.0,False,True,False
ATT0019321,2026-01-04,SCH0377,4,111,111,Present,Headmaster,100.0,False,True,False
ATT0011966,2025-04-20,SCH0552,1,130,130,Present,Class Teacher,100.0,False,True,False
ATT0004365,2026-09-03,SCH0420,3,95,75,Present,Class Teacher,78.94736842105263,False,False,False
ATT0013103,2025-06-10,SCH0494,4,85,78,Present,Headmaster,91.76470588235294,False,False,False
ATT0018759,2025-06-03,SCH0585,1,213,148,Present,Headmaster,69.48356807511738,False,False,False
ATT0010053,2025-04-16,SCH0220,5,237,193,Present,Headmaster,81.43459915611815,False,False,False
ATT0018213,2026-03-23,SCH0364,7,177,147,Present,Class Teacher,83.05084745762711,False,False,False
ATT0007700,2025-06-12,SCH0479,7,207,189,Present,Clerk,91.30434782608695,False,False,False
ATT0011419,2025-10-17,SCH0189,4,291,243,Present,Clerk,83.50515463917526,False,False,False
ATT0014137,2025-09-16,SCH0534,5,60,57,Present,Admin,95.0,False,False,False
ATT0011143,2025-09-07,SCH0359,3,233,233,Present,Unknown,100.0,False,True,False
ATT0019387,2025-04-18,SCH0453,3,296,239,Present,Clerk,80.74324324324324,False,False,False
ATT0014363,2025-08-05,SCH0527,5,222,202,Absent,Class Teacher,90.990990990991,False,False,False
ATT0002417,2026-03-23,SCH0058,6,252,196,Present,Admin,77.77777777777779,False,False,False
ATT0014330,2025-09-01,SCH0389,8,60,52,Unknown,Class Teacher,86.66666666666667,False,False,False
ATT0001615,2025-05-05,SCH0333,4,117,71,Absent,Headmaster,60.68376068376068,False,False,False
ATT0002367,2025-06-24,SCH0584,9,94,73,Present,Unknown,77.6595744680851,False,False,False
ATT0010260,2025-09-06,SCH0190,10,172,109,Present,Class Teacher,63.372093023255815,False,False,False
ATT0012142,2025-03-09,SCH0325,8,165,115,Unknown,Clerk,69.6969696969697,False,False,False
ATT0004787,2025-07-15,SCH0486,4,72,48,Present,Headmaster,66.66666666666666,False,False,False
ATT0003997,2025-10-17,SCH0142,10,82,53,Present,Class Teacher,64.63414634146342,False,False,False
ATT0007075,2026-02-16,SCH0464,10,265,190,Present,Headmaster,71.69811320754717,False,False,False
ATT0007541,2026-02-20,SCH0091,2,230,220,Present,Admin,95.65217391304348,False,False,False
ATT0003680,2025-10-10,SCH0396,4,157,122,Present,Headmaster,77.70700636942675,False,False,False
ATT0018177,2026-03-21,SCH0526,4,72,55,Present,Class Teacher,76.38888888888889,False,False,False
ATT0015881,2025-01-05,SCH0583,6,127,105,Present,Clerk,82.67716535433071,False,False,False
ATT0019363,2025-09-28,SCH0514,3,98,95,Present,Admin,96.93877551020408,False,False,False
ATT0009743,2025-09-23,SCH0060,7,84,64,Present,Headmaster,76.19047619047619,False,False,False
ATT0016399,2025-12-29,SCH0414,6,235,174,Present,Headmaster,74.04255319148936,False,False,False
ATT0014081,2025-10-28,SCH0574,5,129,81,Present,Headmaster,62.7906976744186,False,False,False
ATT0015852,2025-06-06,SCH0565,2,241,182,Present,Headmaster,75.51867219917013,False,False,False
ATT0008409,2025-12-14,SCH0502,3,141,113,Present,Headmaster,80.1418439716312,False,False,False
ATT0017959,2025-05-03,SCH0093,7,300,197,Unknown,Headmaster,65.66666666666666,False,False,False
ATT0004971,2025-12-04,SCH0522,8,94,62,Present,Clerk,65.95744680851064,False,False,False
ATT0005532,2026-03-04,SCH0005,3,198,164,Present,Headmaster,82.82828282828282,False,False,False
ATT0006102,2026-03-23,SCH0205,4,236,172,Present,Admin,72.88135593220339,False,False,False
ATT0006396,2026-02-26,SCH0402,3,132,102,Present,Unknown,77.27272727272727,False,False,False
ATT0005609,2025-05-10,SCH0039,8,297,297,Present,Headmaster,100.0,False,False,False
ATT0016117,2025-08-02,SCH0402,8,197,131,Present,Class Teacher,66.49746192893402,False,False,False
ATT0008094,2025-10-15,SCH0593,8,116,89,Unknown,Headmaster,76.72413793103449,False,False,False
ATT0017804,2025-07-26,SCH0339,5,41,29,Present,Unknown,70.73170731707317,False,False,False
ATT0004879,2025-05-15,SCH0229,1,61,56,Present,Headmaster,91.80327868852459,False,False,False
ATT0003805,2025-09-27,SCH0341,7,180,161,Present,Class Teacher,89.44444444444444,False,False,False
ATT0008772,2025-05-22,SCH0164,5,249,158,Present,Headmaster,63.45381526104418,False,False,False
ATT0016720,2025-07-18,SCH0127,8,272,240,Present,Clerk,88.23529411764706,False,False,False
ATT0006487,2026-02-18,SCH0303,5,134,117,Present,Class Teacher,87.31343283582089,False,False,False
ATT0018273,2025-08-16,SCH0212,4,145,89,Present,Clerk,61.37931034482759,False,False,False
ATT0013379,2025-07-20,SCH0478,5,175,191,Present,Unknown,,True,False,False
ATT0007664,2025-10-24,SCH0268,3,58,38,Present,Class Teacher,65.51724137931035,False,False,False
ATT0015274,2026-01-23,SCH0511,3,204,140,Present,Unknown,68.62745098039215,False,False,False
ATT0008978,2026-03-31,SCH0061,8,276,191,Absent,Admin,69.20289855072464,False,False,False
ATT0010424,2026-03-22,SCH0329,10,117,117,Present,Unknown,100.0,False,True,False
ATT0007547,2025-12-17,SCH0002,4,271,175,Present,Class Teacher,64.57564575645756,False,False,False
ATT0011767,2025-07-19,SCH0517,4,162,130,Present,Admin,80.24691358024691,False,False,False
ATT0018318,2025-10-12,SCH0383,1,154,154,Present,Clerk,100.0,False,True,False
ATT0014787,2025-12-17,SCH0106,7,211,127,Present,Headmaster,60.18957345971564,False,False,False
ATT0018227,2025-07-16,SCH0152,8,113,69,Absent,Unknown,61.06194690265486,False,False,False
ATT0008837,2025-05-16,SCH0319,1,80,66,Present,Unknown,82.5,False,False,False
,2025-05-05,SCH0108,3,279,256,Present,Clerk,91.75627240143369,False,False,True
ATT0009499,2025-05-15,SCH0466,2,115,85,Present,Headmaster,73.91304347826086,False,False,False
ATT0002341,2025-04-02,SCH0511,1,74,62,Present,Clerk,83.78378378378379,False,False,False
ATT0002914,2025-11-12,SCH0201,5,136,89,Present,Clerk,65.44117647058823,False,False,False
ATT0007005,2025-05-07,SCH0446,3,225,176,Present,Headmaster,78.22222222222223,False,False,False
ATT0014450,2025-10-26,SCH0303,7,107,107,Present,Headmaster,100.0,False,True,False
ATT0011753,2025-08-06,SCH0377,6,142,116,Present,Unknown,81.69014084507043,False,False,False
ATT0007208,2026-04-01,SCH0470,6,189,180,Present,Unknown,95.23809523809523,False,False,False
ATT0015251,2025-06-15,SCH0170,5,194,170,Present,Headmaster,87.62886597938144,False,False,False
ATT0009516,2026-02-24,SCH0462,6,113,81,Present,Unknown,71.68141592920354,False,False,False
ATT0002478,2025-11-19,SCH0359,9,76,56,Present,Headmaster,73.68421052631578,False,False,False
ATT0008675,2026-03-25,SCH0444,6,141,100,Present,Headmaster,70.92198581560284,False,False,False
ATT0010222,2025-08-22,SCH0374,3,264,162,Present,Class Teacher,61.36363636363637,False,False,False
ATT0017535,2026-02-01,SCH0139,7,203,148,Present,Headmaster,72.9064039408867,False,False,False
ATT0017893,2026-01-31,SCH0116,1,124,81,Present,Clerk,65.32258064516128,False,False,False
ATT0004559,2025-10-01,SCH0339,6,183,175,Present,Clerk,95.62841530054644,False,False,False
ATT0015908,2025-11-12,SCH0238,10,235,240,Unknown,Headmaster,,True,False,False
ATT0007905,2025-10-17,SCH0104,4,147,134,Present,Headmaster,91.15646258503402,False,False,False
ATT0016326,2025-04-06,SCH0518,8,231,164,Present,Unknown,70.995670995671,False,False,False
,2025-11-04,SCH0406,8,288,268,Present,Clerk,93.05555555555556,False,False,True
ATT0009893,2025-08-14,SCH0544,1,144,133,Present,Clerk,92.36111111111111,False,False,False
ATT0009576,2025-06-21,SCH0323,8,210,132,Present,Unknown,62.857142857142854,False,False,False
ATT0007040,2026-03-15,SCH0268,1,257,173,Present,Class Teacher,67.31517509727627,False,False,False
ATT0019719,2025-01-12,SCH0542,1,161,135,Issue,Admin,83.85093167701864,False,False,False
ATT0006022,2026-03-07,SCH0376,8,93,76,Present,Class Teacher,81.72043010752688,False,False,False
ATT0001127,2025-06-07,SCH0146,6,211,211,Present,Admin,100.0,False,False,False
ATT0016275,2026-02-25,SCH0567,7,80,68,Present,Unknown,85.0,False,False,False
ATT0007309,2025-10-25,SCH0244,5,202,175,Present,Admin,86.63366336633663,False,False,False
ATT0006635,2025-08-20,SCH0269,5,261,181,Present,Headmaster,69.34865900383141,False,False,False
ATT0010797,2025-04-12,SCH0392,6,276,237,Present,Headmaster,85.86956521739131,False,False,False
,2025-05-24,SCH0290,8,110,90,Present,Unknown,81.81818181818183,False,False,True
ATT0019314,2025-07-07,SCH0167,2,44,27,Present,Unknown,61.36363636363637,False,False,False
ATT0001670,2026-03-02,SCH0274,4,259,217,Absent,Class Teacher,83.78378378378379,False,False,False
ATT0019763,2026-02-16,SCH0159,7,97,97,Present,Headmaster,100.0,False,False,False
ATT0009071,2025-12-02,SCH0177,3,275,170,Present,Clerk,61.81818181818181,False,False,False
ATT0008177,2025-10-28,SCH0035,3,288,221,Present,Admin,76.73611111111111,False,False,False
ATT0012557,2025-07-10,SCH0302,9,152,95,Present,Headmaster,62.5,False,False,False
ATT0018032,2025-03-10,SCH0308,7,99,107,Absent,Clerk,,True,False,False
ATT0012585,2025-05-19,SCH0576,1,209,131,Absent,Clerk,62.67942583732058,False,False,False
ATT0003899,2025-09-05,SCH0311,1,279,248,Unknown,Unknown,88.88888888888889,False,False,False
ATT0006745,2025-12-14,SCH0255,5,294,294,Present,Admin,100.0,False,True,False
ATT0007920,2025-07-25,SCH0120,5,285,263,Present,Admin,92.28070175438596,False,False,False
ATT0006157,2026-03-05,SCH0508,6,106,64,Absent,Headmaster,60.37735849056604,False,False,False
ATT0003313,2026-01-30,SCH0415,10,119,101,Present,Unknown,84.87394957983193,False,False,False
ATT0000480,2025-12-28,SCH0001,2,193,179,Present,Clerk,92.74611398963731,False,False,False
ATT0001597,2025-10-07,SCH0336,1,81,69,Absent,Admin,85.18518518518519,False,False,False
ATT0009686,2025-09-12,SCH0444,9,247,160,Present,Clerk,64.77732793522267,False,False,False
ATT0008474,2025-10-09,SCH0591,2,254,248,Present,Headmaster,97.63779527559055,False,False,False
ATT0016356,2026-01-09,SCH0567,2,211,176,Present,Headmaster,83.41232227488152,False,False,False
ATT0008840,2025-12-04,SCH0122,3,62,57,Present,Admin,91.93548387096774,False,False,False
ATT0019535,2026-01-24,SCH0228,8,197,119,Present,Class Teacher,60.40609137055838,False,False,False
ATT0014446,2025-11-27,SCH0075,4,40,38,Present,Headmaster,95.0,False,False,False
ATT0005716,2026-03-16,SCH0081,10,47,29,Present,Headmaster,61.702127659574465,False,False,False
ATT0001787,2025-08-06,SCH0422,1,247,187,Present,Admin,75.7085020242915,False,False,False
ATT0011703,2026-02-16,SCH0206,5,298,231,Absent,Headmaster,77.51677852348993,False,False,False
ATT0012693,2025-11-20,SCH0408,8,218,155,Present,Unknown,71.10091743119266,False,False,False
ATT0015263,2025-05-07,SCH0454,8,243,235,Present,Headmaster,96.70781893004116,False,False,False
ATT0014887,2026-02-13,SCH0397,5,254,192,Present,Class Teacher,75.59055118110236,False,False,False
ATT0008041,2025-12-09,SCH0536,1,275,172,Present,Headmaster,62.54545454545455,False,False,False
ATT0011843,2025-09-16,SCH0107,5,273,249,Present,Unknown,91.20879120879121,False,False,False
ATT0000884,2025-10-26,SCH0353,3,150,150,Present,Headmaster,100.0,False,True,False
ATT0000544,2025-09-03,SCH0584,3,201,155,Present,Clerk,77.11442786069652,False,False,False
ATT0010928,2025-08-12,SCH0568,1,237,226,Present,Headmaster,95.35864978902954,False,False,False
ATT0008799,2025-04-29,SCH0438,1,179,155,Present,Unknown,86.59217877094973,False,False,False
ATT0014315,2025-07-11,SCH0363,8,49,42,Absent,Headmaster,85.71428571428571,False,False,False
ATT0014965,2025-12-26,SCH0524,1,230,221,Present,Clerk,96.08695652173913,False,False,False
ATT0004920,2025-08-16,SCH0332,8,106,81,Present,Clerk,76.41509433962264,False,False,False
ATT0019550,2026-03-09,SCH0475,8,172,121,Present,Unknown,70.34883720930233,False,False,False
ATT0017223,2025-05-07,SCH0467,10,277,222,Present,Unknown,80.14440433212997,False,False,False
ATT0019914,2026-12-03,SCH0156,6,89,80,Present,Unknown,89.8876404494382,False,False,False
ATT0001978,2025-09-08,SCH0023,7,252,224,Present,Unknown,88.88888888888889,False,False,False
ATT0013253,2026-03-19,SCH0600,1,229,212,Present,Unknown,92.57641921397381,False,False,False
ATT0004458,2025-05-14,SCH0319,10,95,69,Present,Admin,72.63157894736842,False,False,False
ATT0010055,2025-11-20,SCH0289,4,50,45,Present,Headmaster,90.0,False,False,False
ATT0002161,2025-08-30,SCH0240,8,222,159,Present,Headmaster,71.62162162162163,False,False,False
ATT0007821,2025-08-19,SCH0354,9,80,70,Present,Headmaster,87.5,False,False,False
ATT0000991,2025-08-14,SCH0388,8,256,213,Present,Clerk,83.203125,False,False,False
ATT0016181,2025-12-24,SCH0431,3,277,288,Present,Class Teacher,,True,False,False
ATT0019330,2025-10-12,SCH0276,2,51,47,Present,Admin,92.15686274509804,False,False,False
ATT0005435,2026-02-18,SCH0021,8,281,221,Present,Admin,78.64768683274022,False,False,False
ATT0018698,2025-08-21,SCH0328,2,287,202,Present,Headmaster,70.38327526132404,False,False,False
ATT0016604,2025-11-16,SCH0047,4,76,76,Present,Class Teacher,100.0,False,True,False
ATT0017865,2025-12-07,SCH0262,5,106,84,Unknown,Class Teacher,79.24528301886792,False,False,False
ATT0000511,2025-06-30,SCH0074,1,82,62,Present,Headmaster,75.60975609756098,False,False,False
